,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,ERDUS_target,kappa,gamma,rho,zeta
0,-50,0.0162936446389045,0.0164408211625326,0.0163112386151695,0.0169275140083345,0.0054551390013509,0.0152531671683918,0.0166437305115443,0.0165331230448525,0.0180022790534364,0.0163454433655975,
1,-40,0.0163056890469402,0.0164072056838586,0.0163111033217197,0.0168490045543013,0.0075708108914594,0.0154990216870268,0.0166885746785064,0.0164909357135744,0.0177379303564221,0.0163418702915659,
2,-30,0.016311873252026,0.0163786510589743,0.0163115590504237,0.0167225441675052,0.0097126595932154,0.0157461825264,0.0174635323694758,0.0164485583857795,0.0173562388096504,0.0163357152001698,
3,-20,0.0163149042431643,0.0163541596157892,0.0163116626349149,0.0165827233399093,0.0118871732577499,0.0159677267199576,0.0174013823249678,0.0164042530392511,0.0169728214677916,0.0163304375604258,
4,-10,0.0163148174852962,0.0163317411927728,0.016311492554292,0.0164436331706552,0.014085272332378,0.0161576605077549,0.0174814293829104,0.0163587460701219,0.0166211291986324,0.0163264325642975,
5,0,0.0163116084292625,0.0163116084292625,0.0163116084292625,0.0163118128357882,0.0163116084292625,0.01631196174205,0.0165101804499861,0.0163116084292625,0.0163116084292625,0.0163119528425866,
6,10,0.0163078139537436,0.0162944920447231,0.0163124792420366,0.016190613860254,0.0185642900313599,0.0164326915055943,0.0162169820765858,0.0162654754012927,0.0160462365109631,0.0163014011827551,
7,20,0.0163016678936518,0.0162785304337318,0.0163130113920159,0.0160791193315883,0.0208392472863932,0.0165246521983665,0.0162888483929974,0.0162230353855584,0.0158181926141629,0.0162888443554012,
8,30,0.0162947786582513,0.0162634952666934,0.0163127130148917,0.0159770478283362,0.0231360432283726,0.0165930557705206,0.0158828840935609,0.0162007985219342,0.0156211572331141,0.016273958229637,
9,40,0.0162868746493176,0.0162505320954334,0.0163140478785667,0.0158839236291539,0.025451502251055,0.0166458171701339,0.016085635293625,0.0161891653874117,0.015450376102501,0.0162584049479949,
10,50,0.0162794187565751,0.0162368127174649,0.0163128054372532,0.0158013992060238,0.0277838257086146,0.016695524134218,0.0160062079871504,0.0161483123080211,0.0153029440796049,0.0162408998386081,
11,-100,,,,,,,,,,,0.0240719649685612
12,-85,,,,,,,,,,,0.0228634903173147
13,-70,,,,,,,,,,,0.0217168781857231
14,-54,,,,,,,,,,,0.0199857969406406
15,-39,,,,,,,,,,,0.018580171610804
16,-24,,,,,,,,,,,0.0177349983835447
17,-9,,,,,,,,,,,0.0167723790553966
18,6,,,,,,,,,,,0.0160345660016165
19,21,,,,,,,,,,,0.0155225996826621
20,37,,,,,,,,,,,0.0151812092442149
21,52,,,,,,,,,,,0.0149643090389826
22,67,,,,,,,,,,,0.0148370730708378
23,82,,,,,,,,,,,0.0147682049420794
24,97,,,,,,,,,,,0.0147338578888455
25,112,,,,,,,,,,,0.014718387856986
26,128,,,,,,,,,,,0.0147135469097368
27,143,,,,,,,,,,,0.0147139881247483
28,158,,,,,,,,,,,0.0147157681314005
29,173,,,,,,,,,,,0.014719951972792
30,188,,,,,,,,,,,0.0147247143032299
31,203,,,,,,,,,,,0.0147288506254648
