,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,ERDUS_target,kappa,gamma,rho,zeta
0,-50,4.317224130384318,2.7404345671377683,2.526313331035008,2.789266697838827,2.591109701436747,2.2271473096921204,3.6178107008955966,2.753817012713668,2.838202696136031,2.5875296891664763,
1,-40,3.8200370073623007,2.7176120267648045,2.5592107117369656,2.7571106254233047,2.603200155482115,2.2886506311932835,3.082500489537222,2.7334810726276046,2.801578789247034,2.5999074569469327,
2,-30,3.435219431313484,2.698421346972546,2.5876672352266197,2.7259117572431495,2.615475747445085,2.3676844131622343,2.7262660269548586,2.7136465735430497,2.7585667886500462,2.6138919079013343,
3,-20,3.128074647260493,2.6818061066737253,2.6127073501337317,2.6975673817796797,2.62853815587683,2.458754789882309,2.7051593145866226,2.693101971386688,2.718347405538291,2.627440974874862,
4,-10,2.8712882319092476,2.667102267681757,2.634115047607161,2.6742629401546405,2.6413857499352345,2.5576142903410592,2.6623453143461266,2.6731352307110834,2.683534616458509,2.6414296838846982,
5,0,2.6534001444013278,2.6534001444013278,2.6534001444013278,2.654075837952993,2.6534001444013278,2.6541593059869077,2.6403183704356152,2.6534001444013278,2.6534001444013278,2.65423029321874,
6,10,2.4674822782834958,2.643007524910751,2.6725087185879306,2.6384110903100253,2.667592254057706,2.7428335568569824,2.6060927707559465,2.6390201555642525,2.630712579102071,2.6678292626887274,
7,20,2.3040718681121612,2.632468706440688,2.6889340737971157,2.6257563716245964,2.6806206492830564,2.8210917244689537,2.5713820471255144,2.62770645236941,2.6113697706755583,2.6809572496859677,
8,30,2.160052353674847,2.6232361038630354,2.7039043297506287,2.6158736452471363,2.6934955745812776,2.88936558805903,2.5291689505317794,2.638407154104648,2.595058287446008,2.6936062819655655,
9,40,2.0319246609500747,2.6153801790238576,2.7184055459409917,2.608489567790805,2.706065367178198,2.949156938563656,2.5003658369722492,2.9058665475048655,2.5820467467272548,2.7061732002548156,
10,50,1.9167188379277322,2.608472015027609,2.7316288820525947,2.603318331313408,2.718344088865469,3.000457761544627,2.4767185825297013,2.89921436680866,2.5708024708679713,2.7182031208487176,
11,-100,,,,,,,,,,,4.2358043233461995
12,-85,,,,,,,,,,,4.360670200269013
13,-70,,,,,,,,,,,4.41151315468917
14,-54,,,,,,,,,,,4.209857704731663
15,-39,,,,,,,,,,,3.761750729880384
16,-24,,,,,,,,,,,2.8530922079449783
17,-9,,,,,,,,,,,2.733417214085036
18,6,,,,,,,,,,,2.6001147755880756
19,21,,,,,,,,,,,2.4961090788422022
20,37,,,,,,,,,,,2.425113870758406
21,52,,,,,,,,,,,2.3739748052217653
22,67,,,,,,,,,,,2.3358162191058613
23,82,,,,,,,,,,,2.3068502943942164
24,97,,,,,,,,,,,2.284611769111538
25,112,,,,,,,,,,,2.2673566942764607
26,128,,,,,,,,,,,2.2538043657286178
27,143,,,,,,,,,,,2.2430595151354376
28,158,,,,,,,,,,,2.2345436138543358
29,173,,,,,,,,,,,2.227615952294577
30,188,,,,,,,,,,,2.221972474467564
31,203,,,,,,,,,,,2.217401392191462
