,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,ERDUS_target,kappa,gamma,rho,zeta
0,-50,1.134453541257867,1.0804267515637305,1.1095186108364454,1.118342179023612,1.1068044239460473,1.080344656228135,1.1139668362593538,1.0606600531101815,1.1187004953210191,1.1066512157083266,
1,-40,1.1291065044380415,1.087770164788843,1.109568216756312,1.115869653251674,1.107328746252923,1.0855718712514564,1.112907389236384,1.069456803046187,1.116241629001799,1.1073059338543672,
2,-30,1.1238652688946469,1.094157483637187,1.109541586101271,1.113814186264313,1.1079006980412562,1.0914526989462452,1.1109071793740584,1.078820064168747,1.1141412714689003,1.1078575155953023,
3,-20,1.118562938875454,1.099779366617674,1.1095527656869415,1.1121330117189263,1.1084557065181695,1.097604647727383,1.1100977728078991,1.0886805342820314,1.1122972883772717,1.1084321486951043,
4,-10,1.113916774270093,1.1049467584554304,1.1095855987807297,1.1106666227737174,1.109029549607431,1.1037663982891746,1.110010130046036,1.0989931049645365,1.1107768530190996,1.108946285709812,
5,0,1.109652409951325,1.109652409951325,1.109652409951325,1.1095998361970618,1.109652409951325,1.1095914095139487,1.1099595371969586,1.109652409951325,1.109652409951325,1.109581252898137,
6,10,1.1055714336330802,1.11387009251647,1.1095636581854404,1.1087134960556584,1.110142027527061,1.1147147192637836,1.1099086756685164,1.1199521012991638,1.108571859729939,1.1101682788613687,
7,20,1.1019358663023044,1.1178517500788034,1.1096174297671757,1.107941311300222,1.110677224254608,1.119241950479971,1.109829597472271,1.129812629750114,1.1077452145613915,1.1107176652596018,
8,30,1.098483264421732,1.1214463667944776,1.109634102835395,1.107303521281755,1.111264589376228,1.123336945353964,1.1097310918983372,1.1356658257360397,1.1070694054670056,1.1112686357216806,
9,40,1.0952777898672148,1.1248193307449983,1.1096152165371678,1.1067739530268852,1.111769102882341,1.1268949248857254,1.1095953257235331,1.1074769227004393,1.1064857004469442,1.1117842944645278,
10,50,1.092273801417922,1.1279474599868131,1.1096381915494191,1.106411264400549,1.1123540582094795,1.130214659067093,1.1095135100497542,1.119508184430868,1.1059846956709738,1.112360027998176,
11,-100,,,,,,,,,,,1.0511590084101927
12,-85,,,,,,,,,,,1.0471117006021733
13,-70,,,,,,,,,,,1.045898248637528
14,-54,,,,,,,,,,,1.0536712593383573
15,-39,,,,,,,,,,,1.0618969318067972
16,-24,,,,,,,,,,,1.110846460491127
17,-9,,,,,,,,,,,1.1106363573692255
18,6,,,,,,,,,,,1.10852903976175
19,21,,,,,,,,,,,1.1060829632372964
20,37,,,,,,,,,,,1.103851546949936
21,52,,,,,,,,,,,1.1017598514419835
22,67,,,,,,,,,,,1.099839761153305
23,82,,,,,,,,,,,1.0981626851289406
24,97,,,,,,,,,,,1.0967556261587346
25,112,,,,,,,,,,,1.0956106354405857
26,128,,,,,,,,,,,1.0946941373200905
27,143,,,,,,,,,,,1.0939703194310773
28,158,,,,,,,,,,,1.09340380090469
29,173,,,,,,,,,,,1.092963674490302
30,188,,,,,,,,,,,1.0926257397765209
31,203,,,,,,,,,,,1.0923705583894991
