,beta,alpha,UUPCOSTS
0,0.6285715823849006,0.6094801006918664,0.0
1,0.3422703828235109,0.404495540494156,0.002035610733395209
2,0.00826482136904561,0.5225704518294472,0.0005595240462436256
3,0.0208932134225428,0.328042087352585,0.00036902995929137186
