country_code,country,fee
1,USA,13719.006476751936
2,EUR,25811.200621573767
3,JAP,24608.73898634611
4,CHN,15133.64346033082
5,BRA,22773.968474992238
6,IND,12334.09213280532
7,ROW,100630.92596115984
