country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,13539689.8755344,13632873.5428056,-93183.66727119983,7275798600000.0,172853292.4,0.0245001006126403,1.0
2.0,18203522.746415,18088635.421244398,114887.32517060117,9428124696948.207,366823150.8,0.01688733747947232,1.1194070246810428
3.0,9304577.6993234,9281541.1742606,23036.52506280057,4766141217178.674,87043786.0,0.026430299282074,1.6546808324613416
4.0,1896275.9374048002,1879511.9934068,16763.943998000024,606853256175.6244,790142432.4,0.0056323999166488,0.301385466425089
5.0,1279702.4077194,1294013.5042594,-14311.09654000001,568322670774.82,99659212.8,0.0104751002788543,0.4543465589197642
6.0,629223.597444,634344.3425016,-5120.745057599992,329591808795.26196,555782216.0,0.0063905000686645,0.2351675529902472
7.0,1046763.9509052001,1026169.5744114,20594.37649379992,596055148410.4991,19629478.0,0.0161208999156951,0.9213745441272966
8.0,1138292.9021162002,1153688.8547244,-15395.952608199883,477712350685.44025,31561540.4,0.0221616005897522,0.8596441883318306
9.0,651804.8267257999,642245.7995311999,9559.02719460004,415542729695.8758,98892871.0,0.0096591997146606,0.465277368749115
10.0,626117.1976554,618437.4087434,7679.788912000018,432551281305.58,51855399.2,0.0025066998600959,0.5676983765294151
11.0,287266.554031,286089.35197420005,1177.2020567999687,156527629447.2798,24667465.4,0.0052693998813629,0.5355093845484789
12.0,6267239.3426826,6332926.0700942,-65686.72741160002,3327463831189.3413,1166652359.8,0.01691609427964206,0.5076600031337637
