country_code,country,fee
1,USA,19147.932179257594
2,EUR,36027.95285839597
3,JAP,34346.98175309622
4,CHN,21122.37348196708
5,BRA,31786.150443960232
6,IND,17214.97544679243
7,ROW,140452.8927590667
