,beta,alpha,UUPCOSTS
0,0.616868329181026,0.6311675425987597,0.0
1,0.3529425271441152,0.41356078156527515,0.0011170087760826908
2,0.030189143674858775,0.40892401892149477,0.0004511591706933552
