country_code,country,fee
1,USA,19516.835613462215
2,EUR,36970.53289341432
3,JAP,35008.70957856901
4,CHN,21529.316437639925
5,BRA,32398.541377307287
6,IND,17546.63859990039
7,ROW,143158.8535906452
