origin_code,destination_code,patent flows
1.0,1.0,223361.73444851875
1.0,2.0,16537.42288956182
1.0,3.0,17125.653241746877
1.0,4.0,27818.227549675037
1.0,5.0,7148.320135708047
1.0,6.0,8891.796144747745
1.0,7.0,3847.4891677931055
2.0,1.0,48659.51209143135
2.0,2.0,37741.38876531872
2.0,3.0,16628.094455263203
2.0,4.0,30616.32903972236
2.0,5.0,8822.232391601761
2.0,6.0,13127.19118208247
2.0,7.0,3372.1761605016086
3.0,1.0,50282.95263679751
3.0,2.0,9322.860042331
3.0,3.0,272333.59012607794
3.0,4.0,34900.94631302764
3.0,5.0,1915.859705642156
3.0,6.0,5771.543773182426
3.0,7.0,1657.3319908731432
4.0,1.0,11577.026084316538
4.0,2.0,2453.9298918536383
4.0,3.0,2250.658420421741
4.0,4.0,464465.6586341534
4.0,5.0,470.0132827691332
4.0,6.0,1205.0761837562702
4.0,7.0,358.8372748800649
5.0,1.0,334.6943180976783
5.0,2.0,91.58891078528698
5.0,3.0,68.65814877469683
5.0,4.0,124.029501610416
5.0,5.0,4061.8055492500393
5.0,6.0,67.65262191221002
5.0,7.0,21.83531915125362
6.0,1.0,1888.52916671528
6.0,2.0,297.8673102154158
6.0,3.0,253.19779907006628
6.0,4.0,357.6702991233328
6.0,5.0,95.49497302275284
6.0,6.0,10187.385112761998
6.0,7.0,58.026058724733375
7.0,1.0,45687.551254122736
7.0,2.0,6117.244774813441
7.0,3.0,8068.147808645843
7.0,4.0,20154.13866268432
7.0,5.0,1316.2739620061095
7.0,6.0,2280.6430459324024
7.0,7.0,12484.592643593302
