country_code,country,fee
1,USA,12838.69682787403
2,EUR,72096.07115509867
3,JAP,23029.666156756823
4,CHN,14162.560577369646
5,BRA,21312.627653719916
6,IND,11542.648500713072
7,ROW,94173.72548900868
