,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,0.19046705311565038,-0.14341046997432524,-0.17569097141526324,-0.1168157524570512,-0.12352706733978451,-0.12494999090853805,-0.08850143978474816,-0.1509109104533758,-0.13206469638670346,-0.04959768725178776,-0.12664369520647947,-0.12226641096337754,-0.07783045633686014
1,0.52,0.1857339031811572,-0.14659691196804936,-0.17687898669518928,-0.11951675264077878,-0.12686192769378227,-0.12781474138898066,-0.09304740518600471,-0.15427784509054518,-0.1347773261970651,-0.05396764641860424,-0.12989320464921136,-0.12537483201241148,-0.08097096072781132
2,0.54,0.18111301012175052,-0.149876699984267,-0.17808017913571156,-0.12232218726783628,-0.1304600074845898,-0.13092321494204376,-0.09830683673739485,-0.15786812384820356,-0.1377135118536624,-0.05907174029192785,-0.13345556636904182,-0.12873107983836318,-0.08425768670332062
3,0.56,0.17660101020504618,-0.15320905459711953,-0.17930472259574018,-0.12521301379261782,-0.13425595151859016,-0.13425126667407575,-0.10421206650216498,-0.16162604933284477,-0.14085589775286003,-0.06485780834249502,-0.137282154598616,-0.13232445911043256,-0.08766487825516131
4,0.58,0.17219682286386961,-0.1565373649824783,-0.1805403245727662,-0.12815739033178863,-0.13818919845970193,-0.13775131046469352,-0.11066305818940916,-0.16547163370136753,-0.14417561230428805,-0.07122664388530849,-0.14134012065352683,-0.1360934244212162,-0.09114855875729712
5,0.6,0.16787226731519336,-0.1598108428769171,-0.18179241067197796,-0.13112275809085966,-0.14218060916743516,-0.14136869192828028,-0.11753635187953361,-0.16932860569851052,-0.14763005405869198,-0.07808370810563467,-0.14555859862927323,-0.1399899920295806,-0.09467627127683774
6,0.62,0.16207667505117113,-0.16256679078092234,-0.17944854546692732,-0.13507797556031761,-0.1457872783400537,-0.1446859219334419,-0.12448209639036775,-0.17263677271800199,-0.15076020517078378,-0.08518142718151822,-0.14947855105261432,-0.14376629202676336,-0.09825688105627252
7,0.64,0.15584353338002505,-0.1628949297861689,-0.1805390429305972,-0.1397715023906948,-0.14935915962084412,-0.148008307353715,-0.13175656954908066,-0.17594869083579848,-0.15372863271639128,-0.09273843321350164,-0.15351988614707276,-0.1476539579871893,-0.10179663267271588
8,0.66,0.151937992058398,-0.16619166270439575,-0.18223172829334486,-0.14299161937282984,-0.15336308028135076,-0.1518641326515681,-0.13920917946485734,-0.17961757821122432,-0.157557022830813,-0.10046337231624822,-0.1580294583660951,-0.15182105348203778,-0.10544991855735311
9,0.6799999999999999,0.14800930859644443,-0.16932128553397452,-0.18389783258393722,-0.14612949192565355,-0.15719397086867676,-0.15561743447423892,-0.14655971386968913,-0.18304883730383825,-0.16131460739159836,-0.1082633172386339,-0.1624268315046991,-0.15588221716939563,-0.10901643753862172
10,0.7,0.14403382063167977,-0.1722731667618425,-0.18551952770432192,-0.14916875131848922,-0.16083963707184712,-0.15923379447379585,-0.15368185830196857,-0.18620518928699895,-0.1649595898978079,-0.11605091819458348,-0.16665344709168825,-0.15979451326386793,-0.11247078634639567
11,0.72,0.13999435888358389,-0.1750500047831353,-0.18708971664355423,-0.15210072752520404,-0.16427519495086051,-0.16269291967692542,-0.16048598352218693,-0.18908862252599212,-0.16846031711674372,-0.12374330601839974,-0.17066727503757895,-0.16352874974868264,-0.11580735676066035
12,0.74,0.1375809075134381,-0.17791840640546136,-0.18796323099693135,-0.15833327032370084,-0.16780520005634675,-0.16624661819425576,-0.16706891512455824,-0.19191603546962088,-0.17208081361298336,-0.13139572610930814,-0.1747716469439711,-0.16773403049972124,-0.11959374373664745
13,0.76,0.13347248067032355,-0.18043725068644734,-0.18961642363392983,-0.16107936647076138,-0.17090799125741318,-0.16942114534269975,-0.17309874161483657,-0.19435481354362924,-0.175309573896463,-0.1387633810386195,-0.17837009595946904,-0.17112882003616584,-0.12273006986669474
14,0.78,0.1299947736257678,-0.1829491275483746,-0.19135855000405969,-0.1645187976127923,-0.17397844847731908,-0.17255982066653125,-0.17874600573814944,-0.19671707251189405,-0.17851520709420463,-0.1459187223389534,-0.18189628085438436,-0.174549750251747,-0.12589161697312562
15,0.8,0.12573575604004122,-0.18515331134405014,-0.1928683636305672,-0.16700936699942107,-0.1766909274435124,-0.1753631148171013,-0.1837592787634691,-0.19869569612890595,-0.18135743383661262,-0.15262777099988017,-0.184990896744365,-0.17751400847193977,-0.12876203391044516
16,0.8200000000000001,0.12143257751938005,-0.1872009161073163,-0.19429669352862186,-0.1693713246155885,-0.17921633198256978,-0.17797591288030182,-0.1882370616562974,-0.2004646505681325,-0.18400134054889647,-0.15892307508372572,-0.1878287366574457,-0.18026103827628803,-0.1314929051846486
17,0.8400000000000001,0.11731816334623225,-0.18895407608778853,-0.1956159386012822,-0.17256807667196572,-0.18155740598735162,-0.18039568666340264,-0.19217347453913394,-0.20201570970544608,-0.1864277687380132,-0.16473895804531,-0.19041869591417696,-0.18290210399806175,-0.13422404053626735
18,0.86,0.1139437286468415,-0.19086543640663584,-0.19713478507008222,-0.1762027304007938,-0.18399840039327392,-0.18290202383563375,-0.1958615185804835,-0.20368834756996002,-0.1889474223189776,-0.17029602685971412,-0.19306276189619337,-0.1856458390189334,-0.13699056771754647
19,0.88,0.10963525901537317,-0.19254256650110516,-0.19834400414208767,-0.17819479442950276,-0.18604211720548453,-0.1850234506377001,-0.19889224694706695,-0.20498120109543147,-0.19106633100181267,-0.17522525518393844,-0.19524052477168868,-0.18781865472451098,-0.1393342845143196
20,0.9,0.10536046655565827,-0.19408800547339217,-0.19946612760722934,-0.18006465550012443,-0.18792990186907207,-0.18698004262751275,-0.2014970413735561,-0.20613784953780803,-0.1930102891386242,-0.17968042631095993,-0.1972104525346412,-0.189808262533271,-0.14154351528933862
21,0.9199999999999999,0.10114015956094136,-0.195502137488103,-0.20049909059176393,-0.1818166803577565,-0.18966486984801997,-0.18878451276913275,-0.20371172904923354,-0.20716435179217876,-0.19479258809200548,-0.1836784001970975,-0.19899132688500143,-0.19162762039038939,-0.14362153937221595
22,0.94,0.0964405057493627,-0.19662746533073,-0.2012744749654617,-0.183747087597076,-0.1911001798976991,-0.1902834547008193,-0.20541502755259022,-0.20624769023278344,-0.19624057863390743,-0.18709722552632374,-0.2004271827308757,-0.1931755169515901,-0.1455887494802401
23,0.96,0.09240764959155867,-0.19783331870696585,-0.2021687490255707,-0.18530638547292305,-0.19258782652065182,-0.19182773893384777,-0.20699640530859229,-0.20712468544986076,-0.19775395681403815,-0.1902861726654312,-0.2018955714014133,-0.19470868338140246,-0.14743376257009172
24,0.98,0.08847343401367587,-0.19892442242056582,-0.202975281281725,-0.1867537791326534,-0.19394734331726618,-0.19323801981134817,-0.20830406932409798,-0.20789852093364125,-0.1991280733863404,-0.19310259112774533,-0.2032099541386606,-0.19609728530435364,-0.14915578803774399
25,1.0,0.0897452025732608,-0.20146831066826001,-0.20746000891080385,-0.18956926653894082,-0.19670559599579124,-0.19602231918348484,-0.21090500728665937,-0.21019862557692204,-0.20197097079177542,-0.19704166509066523,-0.20596403575236624,-0.1988543857057985,-0.15130527499554505
26,1.02,0.08581059613777221,-0.20221695116291824,-0.207859303867256,-0.19067900698010473,-0.19769669337972773,-0.19706046165877722,-0.211630194684279,-0.2106514048125097,-0.20295645323278888,-0.1990991572415129,-0.20686663035386077,-0.199853039584634,-0.1527136310325787
27,1.04,0.08201105614604122,-0.2028754133683852,-0.20819629858937397,-0.19169370903392313,-0.19858430899143842,-0.19799023719917513,-0.21217395111083248,-0.21102834350063385,-0.20383702183597427,-0.20088100677236803,-0.20765252941509915,-0.2007373454661122,-0.15401702362957945
28,1.06,0.07833722662202329,-0.2034470347158083,-0.20847200785167502,-0.1926180036358382,-0.19937449202617236,-0.19882201988195758,-0.21256343307281725,-0.21133301800352944,-0.2046137175861521,-0.20241587743116987,-0.2083292858890004,-0.20151724520469264,-0.15521984577064987
29,1.08,0.07479328128209393,-0.20393822566737402,-0.20868823723911437,-0.19345589564222906,-0.20007515815362517,-0.19955945165734928,-0.2128161184305876,-0.21157434116347623,-0.20529647017053282,-0.20373223243780525,-0.2089078225350368,-0.20220059066292909,-0.15632513139347715
