,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.0024277142481331925,-0.0021691729966638817,-0.002321662147018679,-0.0018703240038376316,0.05559503723712432,-0.0018411778052105836,-0.0020195291224655893,-0.0024139884371826843,-0.001975984252434569,-0.001647064487284306,-0.001872840671399871,-0.0007315527748859645,-0.0003826724636888098
1,0.52,-0.002389173147852609,-0.002154224332990083,-0.0022789263207310026,-0.0018547604034495283,0.05596887783899664,-0.0018141583379831492,-0.001995368530583223,-0.00238705932420262,-0.0019410327261290001,-0.001627464528808501,-0.001841730978123248,-0.0007012318553585704,-0.00035097576828166995
2,0.54,-0.0023488135167338132,-0.00213495141843221,-0.002233715070997387,-0.0018385826352846186,0.05634443253039203,-0.0017878104117769458,-0.0019725373343911124,-0.0023576532902815114,-0.001906701189479344,-0.0016095347183508275,-0.0018139529765861318,-0.0006712661264903885,-0.0003166960925765023
3,0.56,-0.0023052995821469936,-0.0021132541553584286,-0.0021873752784755717,-0.001820132168222349,0.056711106570151416,-0.0017629067447388713,-0.001947505535908444,-0.0023279986137082305,-0.0018742127712270931,-0.0015914230172340944,-0.0017875786371871279,-0.0006419602976720909,-0.00028215997040484104
4,0.58,-0.0022587250754859726,-0.0020883330602167694,-0.002139530160530311,-0.0017963068504032508,0.05704940422717782,-0.0017385814237700268,-0.001922837329414975,-0.0022968748758190397,-0.0018445390424010131,-0.001575572566218454,-0.001765156886574855,-0.0006172840032226842,-0.0002482381631801646
5,0.6,-0.0022064757295077904,-0.002061701195893899,-0.0020888575236786486,-0.0017729514562722494,0.05735255137794762,-0.0017146542705915194,-0.001900135372594444,-0.002262217758118279,-0.001814119457780424,-0.0015609587942144994,-0.0017428263875804094,-0.0005923499205203372,-0.0002141678888772186
6,0.62,-0.0021554803195788174,-0.0020307406183827934,-0.0020381365896303006,-0.0017466878972977485,0.05759871066523643,-0.0016928548346512161,-0.0018745360180121207,-0.0022292841385739433,-0.001785372789601998,-0.0015478984567469513,-0.0017222034702461173,-0.0005707390826296578,-0.00017787837906864723
7,0.64,-0.0021018440585037924,-0.001996391325668934,-0.001987863425473935,-0.001717068871958933,0.0577745208945819,-0.0016685788864902707,-0.001847531549631612,-0.0021907046346445118,-0.0017580403037390315,-0.00153247628624779,-0.001701707224928702,-0.0005497959592169879,-0.0001412044775945681
8,0.66,-0.002043804419093127,-0.001959596788349196,-0.0019342472043284444,-0.0016866833015565814,0.05787223385661227,-0.0016423731374678341,-0.0018185104164235453,-0.0021511896415210355,-0.00172943317429497,-0.0015205396908677434,-0.0016828391627231568,-0.0005301527280245069,-0.00010505277439496086
9,0.6799999999999999,-0.001987191677453876,-0.0019177595206722822,-0.0018804251611231186,-0.001653030462181834,0.057880929306853145,-0.0016175655735048012,-0.0017900017244391923,-0.0021076608608311975,-0.001701756390974953,-0.0015050084951352327,-0.0016624126566807135,-0.0005110693671144005,-6.881584566859504e-05
