country_code,country,fee
1,USA,17549.98959570387
2,EUR,33018.88537838873
3,JAP,31480.64066487834
4,CHN,19359.658858968567
5,BRA,29133.517100257915
6,IND,15778.342912076192
7,ROW,128731.74938849728
