,Patent,Pharma Chemicals,welfare
USA,0.01,0.01,3.2278717242425046
EUR,0.01,0.01,4.4740409945827935
JAP,0.01,0.01,4.7711399922476545
CHN,12.0,0.01,8.205272704699595
BRA,12.0,0.01,8.571086454869857
IND,12.0,12.0,11.397657598659535
CAN,0.01,0.01,5.830778902539421
KOR,0.01,0.01,5.617633873933386
RUS,12.0,0.01,8.713622777992484
MEX,0.01,0.01,3.7814626794259567
ZAF,12.0,0.01,8.80448516985362
ROW,12.0,12.0,10.989981998815296
Negishi,,,7.141894729546053
Equal,,,10.338551611435136
