,nu,theta,zeta,fe,fo
Patent,0.0636710793058535,5.962475301483955,0.0074193889210542,0.1032275726993813,0.0556113374374848
Pharma Chemicals,0.1191720902551901,3.4233114503429367,0.0418814399071284,0.0360562995543447,0.0115607344615532
