,beta,alpha,UUPCOSTS
0,0.6168005543295444,0.6297008858254675,0.0
1,0.35359506697719767,0.4123095539936797,0.0016283035808561334
2,0.029604378693257768,0.4029666219523991,0.0005924531728493666
