country_code,country,fee
1,USA,17947.3647961846
2,EUR,32680.89174391082
3,JAP,32193.440283775562
4,CHN,19798.00945048142
5,BRA,29793.172032546747
6,IND,16135.603646833257
7,ROW,131646.55480433704
