,nu,theta,zeta,fe,fo
Patent,0.0747226987581232,6.477998420866616,0.0114721807958601,0.0245121031625014,0.0128286197609009
Pharma Chemicals,2.1163863666266085,3.3481948258391356,0.0738005903938205,0.1311959210000578,0.0322603817292312
