country_code,country,fee
1,USA,17604.955853064534
2,EUR,34000.3541112297
3,JAP,31579.237475276906
4,CHN,19420.29296849062
5,BRA,29224.762761118374
6,IND,15827.760403323158
7,ROW,129134.93495329723
