country_code,country,fee
1,USA,18580.54541387761
2,EUR,34957.792763532714
3,JAP,33329.22052984697
4,CHN,20496.480562831726
5,BRA,30844.271137336353
6,IND,16704.865574697087
7,ROW,136291.02756313936
