delt,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW
0.0999999999999996,1.0300744822387273,1.0303782570260127,0.9344473899466655,1.0298154855346344,1.0298608289420481,1.030317601335681,1.0301404152893285,1.0316491305712758,1.0306227152342706,1.0306616121593621,1.0310840266382308
0.10427538888537653,1.0293615705687242,1.0296614132164223,0.9358475003608322,1.0291111704367224,1.0291551970796824,1.0296008216352224,1.029428034921785,1.0309022657674383,1.0298987598717457,1.0299364434807952,1.0303483117597148
0.10873356727196552,1.0286451555070553,1.0289403144680194,0.9372651085623936,1.0284028849500224,1.028445674131436,1.0288802254593166,1.0287118060299492,1.0301510934491647,1.0291710374633078,1.0292072964466612,1.0296087264910818
0.1133823501217846,1.0279259106760605,1.028216098343836,0.9386906516743411,1.0276914187136719,1.0277326921236276,1.0281560433094785,1.0279921946224284,1.0293965466945918,1.0284399419331514,1.028474719534885,1.028865592680896
0.11822988651687061,1.0272037499533002,1.0274886374089571,0.9401279506087008,1.0269769431607014,1.027016806475956,1.0274292565092964,1.0272697098176526,1.028638766123354,1.0277057603601656,1.0277392358950213,1.0281194687343407
0.12328467394420646,1.0264809935175692,1.0267593473399037,0.9415753126611961,1.0262606827693899,1.026299361941816,1.0267004104953341,1.026545317111092,1.027879176069237,1.026969772751582,1.0270020284761348,1.0273717179437702
0.12855557319139013,1.0257566509694978,1.0260284716070094,0.9430322322406997,1.0255428222967236,1.0255800700674285,1.0259698924200116,1.0258194499593818,1.0271178453825502,1.0262320307418764,1.026263238246074,1.026622257994345
0.13405182387914732,1.0250316943650446,1.0252967840784704,0.9444951842933176,1.0248240615179038,1.0248599307003325,1.0252388102825625,1.0250926197269101,1.0263554713729937,1.025493615246214,1.0255235018120012,1.0258718232361657
0.13978306065792098,1.0243087475004389,1.0245652613296279,0.9459575318938366,1.0241057179337236,1.024140370824133,1.0245079169660583,1.0243662635603157,1.0255935544623913,1.0247553088725025,1.024784119262125,1.025121942577763
0.14575933009692926,1.0235869344449828,1.0238343780664483,0.947423377702148,1.0233879007623456,1.0234212412622314,1.0237777209533512,1.0236404615256376,1.0248321919327736,1.024017852542791,1.0240454997771624,1.0243727276019101
0.1519911082952934,1.0228687521075122,1.0231052391495357,0.9488823297554014,1.0226721421034515,1.0227038353927376,1.0230493033961698,1.0229165466024661,1.0240726705712477,1.0232820940377736,1.0233086998409682,1.0236253750467301
0.15848931924611115,1.0221534700119062,1.0223779556924035,0.9503485989404786,1.021958178195536,1.021988553161011,1.0223229133470515,1.0221945961118195,1.0233152786337112,1.022548563593112,1.0225740262145395,1.022880218858916
0.16526535398566852,1.0214404410206164,1.0216530246667954,0.9518130036803191,1.0212465400144681,1.0212753209434595,1.0215989046979905,1.0214749171416149,1.0225601141796798,1.0218170884636764,1.0218417816747833,1.0221373614481066
0.17233109056135054,1.020730547205029,1.0209310693070264,0.9532754656151523,1.0205378164840915,1.0205652357337403,1.0208778156947997,1.0207582857147208,1.0218081712895934,1.0210889418844247,1.0211125128344634,1.0213976196540404
0.17969891485325906,1.0200244236907978,1.020212830988591,0.9547407795128768,1.0198330925017074,1.0198588039187173,1.020160628141616,1.020045412071069,1.0210601482011903,1.020364400767388,1.0203871014881682,1.0206618923937352
0.18738174228603838,1.0193226874415615,1.0194989308012927,0.9561998154522743,1.0191325948082457,1.0191566916142196,1.0194477453224995,1.019336941135895,1.0203168040473787,1.01964423730214,1.0196661521529111,1.0199308020593778
0.19539304046896105,1.0186252166130298,1.018789719324027,0.9576584386973314,1.018436524423057,1.0184592776572134,1.018739675784275,1.0186331059384421,1.0195781108326742,1.018929062936317,1.0189500085530114,1.0192046838084845
0.20374685280397048,1.0179321257935892,1.0180856867901886,0.9591166986646898,1.0177453149480955,1.0177669969823326,1.0180367216612334,1.0179344944078514,1.018844974300185,1.0182189538913045,1.0182392609600337,1.018483621888862
0.21245782310305655,1.0172436698248855,1.0173876413278642,0.960578131609025,1.0170601345564652,1.0170806361156635,1.0173400193622488,1.017241852834585,1.0181182454835969,1.017515091141917,1.0175344702340805,1.017768984030867
0.2215412212581182,1.0165611039148634,1.0166965099173908,0.9620318577038781,1.0163816842317117,1.0164010810816897,1.016649993697906,1.0165560774647842,1.0173985075807546,1.016818331242889,1.0168367320567333,1.0170616253303495
0.23101297000831597,1.0158831356382143,1.0160124344626804,0.9634906201176565,1.015710192626115,1.0157285820322923,1.0159671544935733,1.0158773558260654,1.0166862009826632,1.0161285013710595,1.0161461164875547,1.016361569442796
0.24088967285183027,1.0152135163013134,1.015336925680404,0.9649329817509782,1.0150470942845238,1.0150644881272752,1.0152928975980289,1.0152071339277144,1.0159827459856254,1.0154474310055162,1.0154641825594406,1.0156703096980613
0.25118864315095785,1.0145543713268665,1.0146707526326484,0.9663638956227106,1.0143931335920806,1.0144095305999112,1.014627975630153,1.0145462274193424,1.0152890090663405,1.0147759015437403,1.0147917891256748,1.0149885550887048
0.2619279344815627,1.0139051755301047,1.014014366422802,0.9677755245673064,1.0137489090353882,1.0137642935672833,1.0139729534449868,1.013895059482123,1.0146054297269516,1.0141142235710896,1.0141293057816052,1.01431697737174
0.2731263722800843,1.0132646597258066,1.013368186908341,0.9691750252973381,1.0131146112520955,1.0131291958767625,1.013328070468312,1.0132540356088686,1.0139324115172554,1.013462809519825,1.013477007300184,1.0136559619343346
0.2848035868435798,1.0126332977133832,1.012732828769059,0.9705645595787236,1.0124909900959376,1.012504653013675,1.0126941087795245,1.012623743341343,1.0132706395393176,1.0128224285779848,1.0128358524135435,1.013006081932576
