delt,growth,USA,EUR,JAP,CHN,BRA,IND,ROW
0.09999999999999974,0.020463905629725988,1.0288634808082044,1.030221446771448,0.8642090907841719,1.0290900270469794,1.0286481217829422,1.0285821249101799,1.0314252012856746
0.10427538888537666,0.02041614989725012,1.0280318409698148,1.0293607699929974,0.8673446540508394,1.028270261314659,1.0278375003664204,1.0277703487802914,1.0305311413960188
0.10873356727196558,0.020367440646639718,1.0271837215796915,1.028482814340114,0.870603395612705,1.027433956526544,1.027010082668642,1.0269422121304588,1.02961971295299
0.11338235012178458,0.020319001209545683,1.0263401783344346,1.0276093904164276,0.8738940031877644,1.0266014202843146,1.026186627286044,1.0261182477569846,1.028712927641918
0.11822988651687052,0.020270958153318253,1.025503402208784,1.0267427812220267,0.8772061576196186,1.025774798616573,1.0253692980588753,1.0253006006684136,1.0278131024733923
0.12328467394420616,0.020223351817705407,1.0246741037172533,1.0258837242956746,0.8805361875310836,1.0249548109776416,1.0245587959111404,1.0244899671285677,1.0269210073839474
0.1285555731913901,0.020176221107575977,1.0238529689067897,1.025032932637119,0.8838803140285255,1.0241421547155165,1.0237557993366921,1.0236870202458994,1.026037386689527
0.13405182387914688,0.020129603393620507,1.0230406575534794,1.0241910928178528,0.8872346650187561,1.0233375031527332,1.022960962578444,1.0228924081916029,1.0251629570981917
0.13978306065792082,0.020083535002402272,1.0222378028379424,1.0233588947541399,0.8905952345058848,1.02254151351678,1.0221749335791455,1.0221067622642657,1.0242984164542976
0.14575933009692937,0.020038049933285805,1.021445006187732,1.0225369668446345,0.8939580122879044,1.0217548052159418,1.0213983111271565,1.0213306753169198,1.0234444201974529
0.151991108295293,0.019993179866387573,1.0206628381123986,1.0217258745162785,0.8973189988691586,1.020977959714449,1.0206316468099588,1.020564701779846,1.0226015813555842
0.15848931924611093,0.019948956368616773,1.0198918394517247,1.0209262570071356,0.9006740026146934,1.0202115668408593,1.019875501552933,1.0198093944040711,1.0217705105173818
0.16526535398566852,0.019905409326249044,1.019132515264317,1.0201387414212157,0.9040187952728262,1.0194561892053022,1.0191304086005897,1.0190652778657647,1.0209517870744773
0.1723310905613504,0.019862562863971766,1.0183853395334375,1.0193636553870917,0.9073495359508389,1.0187122589426107,1.0183968059301836,1.0183327805621734,1.0201458850088783
0.1796989148532594,0.019820441838906067,1.0176507550842997,1.0186014650017665,0.9106621574914241,1.017980244268064,1.017675143545745,1.0176123430469786,1.0193532908387608
0.18738174228603818,0.01977906920008723,1.0169291713577928,1.0178526021892613,0.9139526342816995,1.0172605810958584,1.0169658395686958,1.0169043737537016,1.0185744554405805
0.1953930404689611,0.019738465989147105,1.0162209643583755,1.0171174645830057,0.9172169997007028,1.0165536728303763,1.0162692800864486,1.016209248910106,1.0178097939503545
0.2037468528039707,0.01969865274130682,1.0155264802645638,1.0163964228900613,0.9204512710748792,1.0158599882166044,1.0155858431825109,1.0155273364305548,1.0170597118239975
0.21245782310305658,0.01965951201942374,1.014843358878617,1.0156870603715085,0.9236713522196603,1.0151775256531337,1.0149135298171863,1.014856669568039,1.0163221322152562
0.22154122125811826,0.019620865006172567,1.0141686811684187,1.0149842661251054,0.926902855000807,1.0145031082178204,1.0142492992442182,1.0141942563459538,1.0155937614120918
0.2310129700083155,0.019583101789354476,1.0135093907800468,1.0142974878719306,0.930089843480681,1.013843572457574,1.0135998755098483,1.0135467075627318,1.0148817604104192
0.24088967285183016,0.01954623197720915,1.0128656637087263,1.013626914504456,0.9332288843792707,1.0131991254740815,1.0129654514384008,1.01291420573247,1.014186330386201
0.2511886431509576,0.019510263436229986,1.0122376450974067,1.012972702572034,0.9363167075822451,1.01256994341195,1.0123461896339503,1.0122969033980471,1.013507639305251
0.26192793448156276,0.019475202344015324,1.0116254501325836,1.0123349771695545,0.9393502183573129,1.0119561722328327,1.011742223268264,1.0116949239713093,1.0128458228569768
0.2731263722800846,0.01944105324436613,1.0110291649850118,1.0117138328767983,0.9423265084147803,1.0113579285421488,1.0111536569170922,1.0111083626173465,1.0122009854382292
0.28480358684358,0.019407819104005318,1.0104488477841884,1.0111093347372977,0.9452428657420385,1.010775300457497,1.01058056743428,1.0105372871720495,1.0115732011751999
0.29698004774064507,0.01937550137036533,1.009884529616657,1.0105215192666994,0.9480967831535126,1.0102083485090163,1.0100230048542511,1.009981739083305,1.0109625149725916
0.3096770996935353,0.019344100029953397,1.0093362155393237,1.009950395481705,0.9508859655099308,1.0096571065629247,1.0094809933144953,1.0094417343671853,1.0103689435803633
