,beta,alpha,UUPCOSTS
0,0.6290625997430689,0.61477299945986,0.0
1,0.3420840648538181,0.40993898587948735,0.0020889410255812333
2,0.028853335403112832,0.3948046407613382,0.0007270647826443998
