country_code,country,fee
1,USA,14492.717152888172
2,EUR,30609.92569860929
3,JAP,25996.59780194263
4,CHN,15987.135404805027
5,BRA,24058.351755731328
6,IND,13029.69780802465
7,ROW,106306.20732337535
