USA_delta,USA_welfare,USA_world_negishi,USA_world_equal,EUR_delta,EUR_welfare,EUR_world_negishi,EUR_world_equal,JAP_delta,JAP_welfare,JAP_world_negishi,JAP_world_equal,CHN_delta,CHN_welfare,CHN_world_negishi,CHN_world_equal,BRA_delta,BRA_welfare,BRA_world_negishi,BRA_world_equal,IND_delta,IND_welfare,IND_world_negishi,IND_world_equal,ROW_delta,ROW_welfare,ROW_world_negishi,ROW_world_equal
0.01,0.9963301309690509,1.0340648267115782,1.038310275231302,0.01,0.9665690936605493,1.0326105952908609,1.05801174961254,0.01,0.9889317698966483,1.0403914868258495,1.0499596016603123,0.01,0.9491099768863427,1.0200264620342943,1.0215254018702715,0.01,0.9635313798506561,1.0319574360841821,1.037194904695921,0.01,0.9525194301691692,1.0293109445354005,1.0097647520452542,0.01,0.9516938017506693,1.0261556425240639,1.0124464251650729
0.012665996826226,0.9959606728983441,1.0309502105591497,1.0345278437501135,0.012665996826226,0.972592463798936,1.0325891950687764,1.0563707008506102,0.012665996826226,0.9933738808655148,1.0398426414068462,1.0490222107325844,0.012665996826226,0.9561160937031181,1.021169159127826,1.0228833725894264,0.012665996826226,0.9694438326577481,1.0321296311129333,1.037285513708422,0.012665996826226,0.9592770211639358,1.0297150481693698,1.0121528360258711,0.012665996826226,0.9575358378173072,1.0268170108105479,1.0144032101197777
0.0160427475601967,0.9955239107563263,1.0273703986337925,1.030192132900852,0.0160427475601967,0.9792742609057365,1.0325883759421284,1.0545990841394157,0.0160427475601967,0.9983330038778986,1.039250201890629,1.0480010520599743,0.0160427475601967,0.9636928233510956,1.0223882047059103,1.0243314309608573,0.0160427475601967,0.9758872307463582,1.032312317004172,1.0373831377171379,0.0160427475601967,0.9665605422913776,1.0301408771495997,1.0147031490321545,0.0160427475601967,0.9639899265206389,1.0275144210786562,1.0165239989499162
0.0203197389681397,0.9950233120357815,1.0233575363896217,1.025332501278783,0.0203197389681397,0.9865092162865345,1.0326088851713542,1.052741030896278,0.0203197389681397,1.0037420684764347,1.0386274029599878,1.0469149275660596,0.0203197389681397,0.971714626094418,1.023656774327111,1.025840332066775,0.0203197389681397,0.98275462718757,1.0325045199519398,1.0374841857059915,0.0203197389681397,0.9742474880004958,1.0305878818264245,1.01736576102546,0.0203197389681397,0.9709614919020807,1.028227876020976,1.018762015882152
0.0257369749280199,0.9947113939406993,1.0189479344031147,1.019943041245792,0.0257369749280199,0.9941378979335546,1.0326518204866677,1.0508434139837388,0.0257369749280199,1.0094904191539573,1.0379884820303846,1.0457903371193302,0.0257369749280199,0.980012716503328,1.02494781205563,1.0273770815424599,0.0257369749280199,0.9898957498235496,1.032703004650504,1.0375878136742285,0.0257369749280199,0.9821865668835905,1.0310406069526301,1.0200896723055477,0.0257369749280199,0.9783101956376139,1.0289332108912643,1.0210582729359794
0.0325984442754959,0.9945207306531434,1.0143413729189956,1.0142908168390656,0.0325984442754959,1.0019528707078262,1.032714512162343,1.0489563533619408,0.0325984442754959,1.0154265831600242,1.0373500786877787,1.04466170086816,0.0325984442754959,0.9883801060565328,1.0262270215485223,1.0289008033233196,0.0325984442754959,0.9971214233974354,1.0328989495659344,1.0376917852546348,0.0325984442754959,0.9903194144050647,1.0315008119320224,1.02285261778024,0.0325984442754959,0.9858203214524885,1.0295979218583986,1.0233399808350425
0.0412891791733337,0.9943228451503346,1.0097871775364122,1.0087072539800301,0.0412891791733337,1.00971435624183,1.0327931450485626,1.047141652627981,0.0412891791733337,1.0213664640146358,1.0367356641689702,1.0435609089998945,0.0412891791733337,0.9967001846001156,1.027481206416973,1.030398041493939,0.0412891791733337,1.0042168031476197,1.0330923966393146,1.0377912248000376,0.0412891791733337,0.998191825994378,1.0319440591436033,1.0254974638825316,0.0412891791733337,0.9934638249948157,1.0302567593815186,1.025624946544129
0.0522968612366922,0.9941369932214967,1.0054657734546637,1.0034246734042958,0.0522968612366922,1.0172640680329297,1.0329054112608083,1.0454547288348617,0.0522968612366922,1.0271113112293668,1.0361622448138998,1.0425213429248457,0.0522968612366922,1.0047489073751907,1.028686772073889,1.0318386321779605,0.0522968612366922,1.010957800468825,1.0332708527621457,1.0378869563115851,0.0522968612366922,1.0055775864744632,1.032351687946292,1.0279575310925086,0.0522968612366922,1.0018330927957257,1.0310800113140226,1.0281829955102408
0.0662391878445526,0.993989009651083,1.0015628951427007,0.9986561004690149,0.0662391878445526,1.0244087069335341,1.0330204970521002,1.0438644124560845,0.0662391878445526,1.0324711384615068,1.0356423416419702,1.0415756208197184,0.0662391878445526,1.012097982757432,1.0297684264150166,1.0331344084342848,0.0662391878445526,1.0171403028324595,1.0334299145650716,1.0379708569914965,0.0662391878445526,1.0122750883792595,1.0327175433244906,1.0301649085623366,0.0662391878445526,1.0092986268313502,1.0317624941642556,1.030402900808036
0.0838985343010892,0.9939038630916069,0.9981963332277555,0.9945407753136885,0.0838985343010892,1.0307352159433665,1.0331252095781736,1.042471817732956,0.0838985343010892,1.0372886524683953,1.03519221947407,1.0407405575458595,0.0838985343010892,1.0186083582312644,1.0307197688984902,1.0342712008246029,0.0838985343010892,1.0226011854582353,1.0335744393529112,1.0380467156021602,0.0838985343010892,1.018128171904477,1.0330340976562342,1.0320782536146638,0.0838985343010892,1.0157301425622354,1.0323119987505205,1.0322627489535916
