,delta_dom,delta_int,welfare
USA,0.01,0.01,3.278849799937717
EUR,0.01,0.01,2.923237044943079
JAP,0.01,0.01,3.764671914783179
CHN,12.0,12.0,8.761327251260624
BRA,12.0,12.0,7.392243216023459
IND,12.0,12.0,7.176734565555051
CAN,0.01,0.01,4.341433919129273
KOR,0.01,0.01,4.515481705693276
RUS,12.0,12.0,7.542120969107586
MEX,12.0,12.0,7.667630240200182
ZAF,12.0,12.0,7.450683159255959
ROW,12.0,12.0,7.338766866896535
Negishi,,,5.44954582594022
Equal,,,7.3693886261179955
