,delta_dom,delta_int,welfare
USA,0.01,0.01,-0.9888235404786627
EUR,12.0,12.0,3.3325404135567283
JAP,12.0,12.0,2.9672479096779227
CHN,12.0,12.0,3.6964757175929464
BRA,12.0,12.0,2.392810388450542
IND,12.0,12.0,2.1443129931227674
CAN,12.0,12.0,4.5845487994400145
KOR,12.0,12.0,3.811802908192874
RUS,12.0,12.0,2.113255045259592
MEX,12.0,12.0,2.7176998866075763
ZAF,12.0,12.0,2.2324814724713633
ROW,12.0,12.0,2.0153837700491124
Negishi,,,2.047325510567674
Equal,,,2.333788820831572
