,beta,alpha,UUPCOSTS
0,0.6186634492878083,0.6295463144247946,0.0
1,0.3518560772215173,0.41333293661582854,0.0014629895998086024
2,0.029480473490674307,0.4074601446432634,0.0005355073402700711
