country_code,country,fee
1,USA,21066.954472564772
2,EUR,39635.77022129006
3,JAP,37789.26591594737
4,CHN,23239.275987155856
5,BRA,34971.78588225853
6,IND,18940.275147661287
7,ROW,154529.20292357137
