country_code,country,fee
1,USA,13729.590207638548
2,EUR,28374.11018562048
3,JAP,24627.723762782483
4,CHN,15145.318533885851
5,BRA,22791.53779052306
6,IND,12343.607450994394
7,ROW,100708.55918052218
