origin_code,destination_code,patent flows
1.0,1.0,177558.95960131363
1.0,2.0,17174.4889747248
1.0,3.0,21487.386661199453
1.0,4.0,13664.125112085327
1.0,5.0,5584.928363663613
1.0,6.0,3103.599187562875
1.0,7.0,17408.07522648901
1.0,8.0,8533.879590857188
1.0,9.0,2050.476512921054
1.0,10.0,6186.697275649274
1.0,11.0,1638.5481363878978
1.0,12.0,2850.702689098845
2.0,1.0,41160.23464648127
2.0,2.0,39393.62387841281
2.0,3.0,21345.97153954087
2.0,4.0,16109.355435416655
2.0,5.0,6196.550565858609
2.0,6.0,3537.508233638292
2.0,7.0,10385.356802321152
2.0,8.0,8595.107325340048
2.0,9.0,4036.7908964396293
2.0,10.0,4023.2107371574725
2.0,11.0,2528.237253670027
2.0,12.0,2326.3529075059478
3.0,1.0,42698.02235232429
3.0,2.0,10370.771873707961
3.0,3.0,366216.5696969156
3.0,4.0,21042.846143698604
3.0,5.0,816.8424682372076
3.0,6.0,716.4484814623631
3.0,7.0,2836.40002384156
3.0,8.0,13276.638975103459
3.0,9.0,472.4686624839871
3.0,10.0,442.7934822884919
3.0,11.0,207.7531640375571
3.0,12.0,1152.731987629239
4.0,1.0,1145.3317287267096
4.0,2.0,254.78846242230966
4.0,3.0,303.21626664900225
4.0,4.0,41204.9351500775
4.0,5.0,54.511942336404175
4.0,6.0,61.39789784680075
4.0,7.0,137.17286495180048
4.0,8.0,271.96115511708757
4.0,9.0,73.86029880406579
4.0,10.0,23.24386944186575
4.0,11.0,18.68090355492209
4.0,12.0,84.1965641415159
5.0,1.0,166.18036141369944
5.0,2.0,65.27263613819996
5.0,3.0,48.64060663021189
5.0,4.0,53.7567714011135
5.0,5.0,3513.766670011276
5.0,6.0,14.728207111610953
5.0,7.0,39.251169400774664
5.0,8.0,20.520820860426124
5.0,9.0,12.030883575488838
5.0,10.0,49.983447561210724
5.0,11.0,11.357254806596913
5.0,12.0,12.775239251654604
6.0,1.0,555.8980422065757
6.0,2.0,170.85342918164037
6.0,3.0,138.40366778845228
6.0,4.0,132.3125537391029
6.0,5.0,77.05912715458865
6.0,6.0,3267.837744632828
6.0,7.0,115.48157136635587
6.0,8.0,56.150699141425356
6.0,9.0,43.33681856178699
6.0,10.0,40.93947902494053
6.0,11.0,48.54678695448376
6.0,12.0,33.58687035512163
7.0,1.0,4310.365035857424
7.0,2.0,830.1177368584327
7.0,3.0,630.652887927484
7.0,4.0,528.6552529663097
7.0,5.0,197.4539206268628
7.0,6.0,141.67535751276176
7.0,7.0,4368.601444116544
7.0,8.0,228.82083592584246
7.0,9.0,113.81482954878834
7.0,10.0,201.75971934515314
7.0,11.0,68.05808960084495
7.0,12.0,133.70294291798774
8.0,1.0,8150.438741589591
8.0,2.0,1392.7751104485105
8.0,3.0,4373.125130656038
8.0,4.0,4710.848434981226
8.0,5.0,273.92806126635276
8.0,6.0,185.25435808461015
8.0,7.0,357.882214319772
8.0,8.0,71038.46470994808
8.0,9.0,319.25092853014183
8.0,10.0,160.05666222368237
8.0,11.0,35.31777202022209
8.0,12.0,204.66468908343614
9.0,1.0,138.00795434741607
9.0,2.0,64.96956667817767
9.0,3.0,35.278683806866034
9.0,4.0,55.794423048467344
9.0,5.0,9.572899036081264
9.0,6.0,23.642633469420634
9.0,7.0,37.32667692485916
9.0,8.0,25.03837189655413
9.0,9.0,20932.444959734006
9.0,10.0,5.725396193012385
9.0,11.0,5.676180831746869
9.0,12.0,20.069342671152462
10.0,1.0,72.85998714114677
10.0,2.0,19.30165598153813
10.0,3.0,14.646488764756308
10.0,4.0,16.946294487707195
10.0,5.0,25.43680397821668
10.0,6.0,1.8838167267246189
10.0,7.0,25.497650161838756
10.0,8.0,9.63918443401819
10.0,9.0,7.014334225746933
10.0,10.0,413.61368700746806
10.0,11.0,2.533105940327302
10.0,12.0,6.077150326412285
11.0,1.0,161.04407071549616
11.0,2.0,67.22655846647748
11.0,3.0,44.99066653365627
11.0,4.0,59.194566223798304
11.0,5.0,36.339245278762135
11.0,6.0,34.013900476892935
11.0,7.0,57.780664496799
11.0,8.0,18.68321663420408
11.0,9.0,18.971418337672038
11.0,10.0,14.358028586957207
11.0,11.0,2220.5255792026865
11.0,12.0,22.516016187671383
12.0,1.0,11654.541881498133
12.0,2.0,1908.596277376141
12.0,3.0,2206.9550101700415
12.0,4.0,1672.8951843295836
12.0,5.0,455.8930205751167
12.0,6.0,365.1903192527864
12.0,7.0,1525.4140140649029
12.0,8.0,692.3783737048858
12.0,9.0,533.8772346154135
12.0,10.0,325.91233528959566
12.0,11.0,368.2682260951386
12.0,12.0,2015.1114389307372
