country_code,country,fee
1,USA,14683.720186526905
2,EUR,31248.21496328841
3,JAP,26339.213268185104
4,CHN,16197.833738961257
5,BRA,24375.42260733328
6,IND,13201.41935495574
7,ROW,107707.2426074557
