,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-8.21748748981956e-05,-7.341948456872976e-05,-9.537169344479448e-05,-6.341992699395711e-05,-6.515397184565391e-05,-5.973633862862582e-05,-7.326535802201714e-05,-8.328271451252158e-05,-6.934145891430208e-05,-6.722069403376953e-05,-6.324044267694183e-05,0.0001338801832901,2.5471928503688263e-05,-2.3132072722333765e-05
1,0.52,-8.125410589052133e-05,-7.266353238538974e-05,-9.360926042180506e-05,-6.32533774290552e-05,-6.4318677436864e-05,-5.86767785408156e-05,-7.266514135595111e-05,-8.222627746943615e-05,-6.818843919288661e-05,-6.666490845244951e-05,-6.246412098889527e-05,0.0001345471324216,2.6650614689294616e-05,-2.2806212189541923e-05
2,0.54,-7.993183022311555e-05,-7.193078383360382e-05,-9.195938587704624e-05,-6.289045134016806e-05,-6.333901110547622e-05,-5.7928791892828355e-05,-7.172011850936817e-05,-8.116525189384918e-05,-6.700932026674292e-05,-6.587736560126867e-05,-6.116152750310982e-05,0.0001354433358534,2.7946573078374008e-05,-2.2131272411417387e-05
3,0.56,-7.839339908834307e-05,-7.123063307186711e-05,-9.007959490711178e-05,-6.252908602275558e-05,-6.249042400035525e-05,-5.688570406025401e-05,-7.06519188735916e-05,-8.008684049352209e-05,-6.597916945475323e-05,-6.462589519051121e-05,-6.006586018951993e-05,0.00013608686837,2.874953867299526e-05,-2.15810349259512e-05
4,0.58,-7.713018767884409e-05,-7.03994097074836e-05,-8.823534845561373e-05,-6.199850006688315e-05,-6.164932726884629e-05,-5.601164402236841e-05,-6.988227041153841e-05,-7.906129050488007e-05,-6.456284373469054e-05,-6.398068031397457e-05,-5.899011877989178e-05,0.0001368260524562,2.972434725887849e-05,-2.112805647103665e-05
5,0.6,-7.563832395967146e-05,-6.956916934205291e-05,-8.627336171305452e-05,-6.172226499125278e-05,-6.070956300743384e-05,-5.5268905573589064e-05,-6.88469719007323e-05,-7.793572464494413e-05,-6.336828280286074e-05,-6.311187338373125e-05,-5.797563210988405e-05,0.0001368818834233,3.057686040803768e-05,-2.0641645531394128e-05
6,0.62,-7.392589165590294e-05,-6.88279676442457e-05,-8.401004815222059e-05,-6.106074699100813e-05,-5.975102395291386e-05,-5.4514649993357817e-05,-6.763878781874788e-05,-7.66813547247801e-05,-6.190849800242801e-05,-6.2038475945168e-05,-5.72087115517322e-05,0.0001372688916428,3.1520661568226074e-05,-1.9749357955265645e-05
7,0.64,-7.208049308973239e-05,-6.745932604417196e-05,-8.177013882061555e-05,-6.01683533342069e-05,-5.881232723250592e-05,-5.364919816375693e-05,-6.666616260880931e-05,-7.525488382414627e-05,-6.070079899390205e-05,-6.10634314540796e-05,-5.590760234962841e-05,0.0001374593866531,3.2265918660359044e-05,-1.926971539884914e-05
8,0.66,-7.040494716444425e-05,-6.639389874113669e-05,-7.966843169139061e-05,-5.9161986005066486e-05,-5.8105326707123974e-05,-5.309608679391518e-05,-6.521198957950793e-05,-7.416796659709724e-05,-5.959024323694745e-05,-6.012434183760724e-05,-5.49246674989028e-05,0.000137763710201,3.2787490841640305e-05,-1.856747297222104e-05
9,0.6799999999999999,-6.863017412402139e-05,-6.514905142078607e-05,-7.727301794203543e-05,-5.830715726049362e-05,-5.7070384962827465e-05,-5.264933785359207e-05,-6.39714158693547e-05,-7.291232012040753e-05,-5.838533614747581e-05,-5.905946152860194e-05,-5.421329185120962e-05,0.0001373580784487,3.3435512402054815e-05,-1.7910580321687778e-05
