,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.001866967581982,-0.0017965058503599,-0.0022711287194668,-0.0015076257906442,-0.0014796800217584,0.0395688203398968,-0.0016710659963256,-0.0020957846685878,-0.0016855283312137,-0.0015724724265146,-0.0013612764622442,-0.0012322659652517,0.0107485917343136,0.0016312649474085
1,0.52,-0.0018445520991827,-0.0017834647195862,-0.0022327721660271,-0.0015016493425722,-0.0014655764276295,0.0396096938448094,-0.0016571807775979,-0.002083924579119,-0.0016644081000949,-0.0015580500175719,-0.0013421281153819,-0.0012139870640829,0.0107900063857284,0.0016353025831389
2,0.54,-0.0018184743444533,-0.0017696178007921,-0.0021927222098097,-0.0014969910965034,-0.0014490946862245,0.0396242587495377,-0.0016407121026924,-0.0020709088039363,-0.0016448681979627,-0.0015435967290448,-0.0013248385318207,-0.0011985122444795,0.0108231887689398,0.0016372355819077
3,0.56,-0.0017903054864559,-0.0017524374145741,-0.0021460267239441,-0.0014867660219263,-0.0014346865841867,0.0396025475673943,-0.0016235951172431,-0.0020585473799973,-0.0016217139118822,-0.0015257268552904,-0.0013048973284902,-0.0011855601927197,0.0108480491682685,0.0016340788655332
4,0.58,-0.0017606764475761,-0.0017334860276215,-0.0020993012037505,-0.00147596291039,-0.0014199756769433,0.0395431591632817,-0.0016042440812841,-0.0020423953445123,-0.0016005079890201,-0.0015083937060057,-0.0012863784437254,-0.0011754137349737,0.0108619405007404,0.0016291078452006
5,0.6,-0.0017279421606772,-0.0017127533763502,-0.0020477836372806,-0.0014622606297999,-0.0014044053818471,0.0394524642682148,-0.0015870528307896,-0.0020242236173276,-0.001576730629527,-0.0014897237231062,-0.0012688566896184,-0.0011668066264713,0.0108660406653534,0.0016226932929569
6,0.62,-0.0016931101115314,-0.0016889345291511,-0.0019952187077063,-0.0014453485377686,-0.0013878793188442,0.0393262123251084,-0.0015638084005064,-0.0020056128906029,-0.0015530963681608,-0.0014688579714445,-0.0012520795545138,-0.0011589972086557,0.0108612320622357,0.0016138930495819
7,0.64,-0.001656906121456,-0.0016628232155777,-0.0019391317223234,-0.0014275960759518,-0.0013695498359947,0.0391675251193381,-0.0015409241365967,-0.0019821636116176,-0.0015270105036572,-0.0014471656106181,-0.0012348622763401,-0.0011550114483207,0.0108463934148698,0.0016033485378148
8,0.66,-0.0016174477656188,-0.0016333714789274,-0.0018824308384909,-0.0014053556656301,-0.0013505867733334,0.038972489621882,-0.0015152206870737,-0.0019534211065681,-0.001500885403033,-0.001424527368706,-0.0012161137392618,-0.001150913021984,0.0108220845724155,0.0015922990609924
9,0.6799999999999999,-0.0015770808974385,-0.0016004576007422,-0.0018250914658351,-0.0013812406698063,-0.0013288153542621,0.0387431206166273,-0.0014863243868934,-0.0019231807992858,-0.0014725763045825,-0.0013987444538979,-0.0011974227247785,-0.001146653732499,0.0107877190502967,0.0015803547938772
10,0.7,-0.0015345970456488,-0.0015658832376114,-0.0017653799271483,-0.0013550074007053,-0.0013074436610886,0.0384753207507197,-0.0014580907412336,-0.0018891237424123,-0.0014445769179281,-0.0013714332329866,-0.0011784019272339,-0.0011421124781379,0.0107452935850441,0.0015663503603348
11,0.72,-0.0014914096845007,-0.0015302621207622,-0.0017056560902769,-0.0013260923494045,-0.0012818738637358,0.0381718180906625,-0.00142497085388,-0.0018498541305914,-0.0014146761553733,-0.0013431818869062,-0.0011586408259508,-0.0011338458921683,0.0106906049591224,0.0015535330451694
12,0.74,-0.0014468817538828,-0.0014916362018016,-0.0016469968768157,-0.0012969121650097,-0.0012558121672775,0.0378347546276708,-0.0013911919083171,-0.001807686108189,-0.0013834141307066,-0.0013133933108183,-0.0011359992044123,-0.0011247788961827,0.0106281726238463,0.0015413581451874
13,0.76,-0.0014016362385252,-0.0014522019933755,-0.0015881321572031,-0.0012653616823617,-0.0012273463754534,0.0374628890754181,-0.0013553123430334,-0.0017637298049113,-0.0013499589315021,-0.0012812098769798,-0.0011142374699659,-0.0011133711496924,0.0105552331700272,0.0015282066166346
14,0.78,-0.0013560531297541,-0.0014112150082811,-0.001529323471719,-0.0012326295503718,-0.0011986220099401,0.037060975033109,-0.0013172863163885,-0.0017158365825047,-0.0013172979979427,-0.0012488880108113,-0.0010906392536504,-0.0010987604344,0.0104723826817308,0.001515796602998
15,0.8,-0.0013107864565088,-0.0013687986599357,-0.0014722873033648,-0.0011990215886001,-0.0011666210250618,0.0366273415561135,-0.001278748067115,-0.0016662522207968,-0.001282856632031,-0.0012154576839158,-0.0010660255834807,-0.0010810743283016,0.0103800883302934,0.0015029980236648
16,0.8200000000000001,-0.0012662451651654,-0.0013258699347793,-0.0014157567765508,-0.001164050389271,-0.001135551295657,0.0361669501318237,-0.0012382553702567,-0.0016165466434978,-0.0012472239064721,-0.001180639099866,-0.0010384714701385,-0.0010623625885011,0.0102798829353312,0.0014906433050196
17,0.8400000000000001,-0.0012207950118952,-0.0012832358547425,-0.0013611096256448,-0.0011295708716628,-0.001102595602565,0.0356815293425771,-0.0011980919508945,-0.0015649188056027,-0.0012122071964006,-0.0011458922818644,-0.0010121337324432,-0.0010401470173137,0.0101697857043715,0.001478218622154
18,0.86,-0.0011758578387766,-0.0012405002070523,-0.0013072556012013,-0.0010950209354803,-0.0010693338000836,0.0351768372988157,-0.0011573830549776,-0.00151294137748,-0.0011758423846953,-0.0011097201664655,-0.0009837329607045,-0.0010169470447748,0.0100541542025098,0.0014662683277287
19,0.88,-0.0011321808040782,-0.0011976188608655,-0.0012553509085386,-0.0010603578675008,-0.0010360956474922,0.0346541053829083,-0.0011166408799037,-0.001461634390648,-0.0011401586991938,-0.0010750047316648,-0.0009552823245889,-0.0009918224779667,0.0099306985983152,0.0014537947716814
20,0.9,-0.0010895502405635,-0.0011554971759259,-0.0012049283893105,-0.0010265207664249,-0.0010028539365605,0.0341201788284232,-0.0010755499693514,-0.0014110616926351,-0.001103790053608,-0.0010391058794186,-0.0009265095535378,-0.000965914709738,0.0098032256694228,0.0014415609631599
21,0.92,-0.0010479864749532,-0.0011145282509782,-0.0011565781045193,-0.0009924126802117,-0.0009701057506961,0.0335785184635453,-0.0010361732568905,-0.0013599304915875,-0.0010684752491935,-0.0010042158021128,-0.0008980714383371,-0.0009384984687523,0.0096699470147487,0.0014302847267211
22,0.94,-0.0010081319136372,-0.0010748838249385,-0.0011103969741081,-0.000958755688028,-0.0009376438946837,0.0330296984858077,-0.0009973929221717,-0.0013109808854959,-0.0010332646664614,-0.0009699966952948,-0.0008692084924066,-0.000910534951932,0.009533706376206,0.0014178459245078
23,0.96,-0.0009689193884433,-0.0010361672471171,-0.0010658017618769,-0.000926504512027,-0.0009059100257892,0.0324779524273602,-0.0009594967855121,-0.0012628938231537,-0.0009987592232463,-0.0009361901975636,-0.000841136666117,-0.0008830113298699,0.0093952659763415,0.001405411403734
24,0.98,-0.0009315312789071,-0.0009981904997447,-0.0010235699761821,-0.0008950159855476,-0.0008749556064228,0.0319292799348085,-0.0009229995064842,-0.0012166954465259,-0.0009654078133034,-0.0009028616827355,-0.0008130332471361,-0.0008552241131923,0.009255720373619,0.0013931873261021
