,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0259148182302662,-0.0252577086217363,0.1780435362653359,-0.0200395882858804,-0.0220786407231183,-0.0226288379685179,-0.0226178062134137,-0.0244268497718605,-0.022230929183862,-0.0210693413151751,-0.0221564910591756,-0.0199611450214871,-0.0203084422818331,-0.0130380366980061
1,0.52,-0.0264192298125272,-0.0257875398207307,0.177239573487015,-0.0208790753478176,-0.0226707653092664,-0.0232432795516116,-0.0232584693109322,-0.0251724068313767,-0.0228567207265995,-0.0217440428173442,-0.0227651345522975,-0.0206529636079159,-0.0209937573705915,-0.0136878848162415
2,0.54,-0.026966183119853,-0.0263676008391048,0.1764504465165677,-0.0217718998386266,-0.0233239347470036,-0.0239163581948545,-0.0239574640192182,-0.0260218557909144,-0.0235470243423088,-0.0224895150111051,-0.0234400614650099,-0.0214329476386009,-0.0217501186678258,-0.0143952054977053
3,0.56,-0.0275403196098411,-0.0269794257827204,0.1756781906286574,-0.0226962319430451,-0.0240303738927772,-0.0246349122029422,-0.0247060578531218,-0.0269422065482533,-0.0242963382143892,-0.023293084680554,-0.024168586253325,-0.0222982939995041,-0.0225725635870672,-0.0151406691585861
4,0.58,-0.0281383786911823,-0.0276174975051197,0.1749149786516741,-0.0236431066917446,-0.0247714632696585,-0.0253903294286771,-0.0254962305000926,-0.0279237900979736,-0.025090692923521,-0.0241405365714456,-0.0249415299972171,-0.0232304086644423,-0.0234374138673931,-0.015926854354922
5,0.6,-0.0287432369710022,-0.0282711855797477,0.1741456448232967,-0.0245885552592186,-0.0255428886375837,-0.0261648356610687,-0.0263098991516945,-0.0289427966951298,-0.0259122827623797,-0.0250163458868277,-0.0257438447857134,-0.0242121392345915,-0.0243358319350244,-0.0167296422627183
6,0.62,-0.0262000415638401,-0.0294460522701616,0.166481509141398,-0.023699092623588,-0.026742417584469,-0.0273658670509141,-0.0272765062185006,-0.0306023969634241,-0.0272776960188444,-0.0258337565953032,-0.0270048657158076,-0.0256815838088403,-0.0253210361509896,-0.0173246057676639
7,0.64,-0.0265602994252208,-0.0300187250974883,0.1654570902119315,-0.0244145844031064,-0.0274405500128371,-0.028068309508066,-0.0280328604002855,-0.0315516183638773,-0.0280488776063338,-0.0266592956236767,-0.0277381663853109,-0.0266217707147207,-0.0261434914060306,-0.0180163755068629
8,0.66,-0.0268978151527846,-0.0305648617603677,0.1644114433268528,-0.0250891560529075,-0.0281159078690409,-0.0287418798003103,-0.0287637111610795,-0.0324584246733455,-0.0287903496927077,-0.0274668641226141,-0.0284490703678604,-0.0275457478710342,-0.0269360404714868,-0.0186806552783819
9,0.6799999999999999,-0.0272041862883448,-0.0310755642138968,0.1633249122621909,-0.0257119939619929,-0.028757839035815,-0.029379534941859,-0.0294553181559118,-0.0333004326895403,-0.0294964059501632,-0.0282395388295017,-0.0291221382935951,-0.0284268130942014,-0.0276913157875853,-0.0193061006225243
