,tariff_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.0013655083959177,-0.0014350304255247,-0.0012725486234371,-0.0011335141789264,0.0714197831057794,-0.0011509090480228,-0.0012854174407762,-0.0017658547658257,-0.0012536677405712,-0.0011539141422281,-0.0012713158079004,0.0001083693579141,0.0008367525128057
1,0.52,-0.001359218061385,-0.0014284891626375,-0.0012666819176155,-0.0011287388858082,0.0712807718823307,-0.0011457020250938,-0.0012798487774502,-0.0017565630288022,-0.0012484766756991,-0.0011488545046745,-0.0012657616396876,0.000111072757304,0.0008383305129771
2,0.54,-0.0013529722266411,-0.001421993808595,-0.0012608581280828,-0.001123994700947,0.071142283448065,-0.0011405275183578,-0.0012743182560662,-0.0017473496973167,-0.0012433217458082,-0.0011438330986564,-0.0012602452126176,0.0001137513855321,0.0008398822772644
3,0.56,-0.0013467699074088,-0.0014155433625848,-0.0012550763162812,-0.0011192809316399,0.0710043160115072,-0.0011353852255025,-0.0012688249880014,-0.0017382131999249,-0.0012382021193255,-0.0011388491007039,-0.0012547657186357,0.0001164058729154,0.0008414086095058
4,0.58,-0.0013406101580152,-0.0014091368623328,-0.0012493355867362,-0.001114596922866,0.0708668677695874,-0.001130274846719,-0.0012633681232371,-0.0017291520267124,-0.0012331169899751,-0.0011339017119854,-0.001249322377356,0.0001190368250006,0.0008429102798106
5,0.6,-0.0013344920773867,-0.0014027733914816,-0.0012436350777691,-0.0011099420442426,0.0707299369051381,-0.0011251960849653,-0.001257946854707,-0.0017201647205986,-0.0012280656009552,-0.0011289901751719,-0.0012439144502248,0.000121644817031,0.0008443880261396
6,0.62,-0.0013284148068087,-0.0013964520790636,-0.001237973971246,-0.0011053157010267,0.0705935215841268,-0.0011201486428038,-0.0012525604082833,-0.0017112498878769,-0.0012230472206951,-0.0011241137562553,-0.0012385412303753,0.0001242303978986,0.0008458425487715
7,0.64,-0.0013223775228771,-0.0013901720819114,-0.0012323514816423,-0.0011007173150766,0.0704576199702817,-0.001115132223588,-0.0012472080438313,-0.0017024061768709,-0.001218061154252,-0.0011192717592388,-0.0012332020415084,0.0001267940950195,0.0008472745258504
8,0.66,-0.0013163794379595,-0.0013839326007981,-0.0012267668531445,-0.0010961463421116,0.070322230215736,-0.001110146536534,-0.0012418890608087,-0.0016936322953257,-0.0012131067344835,-0.0011144635096017,-0.0012278962370352,0.0001293364095904,0.0008486846012638
9,0.6799999999999999,-0.0013104198016442,-0.0013777328687107,-0.0012212193691361,-0.0010916022553085,0.0701873504661673,-0.0011051912824917,-0.0012366027851559,-0.0016849269904471,-0.0012081833265932,-0.0011096883670796,-0.0012226231997488,0.0001318578242306,0.0008500733945248
10,0.7,-0.0013044978934278,-0.0013715721488743,-0.0012157083355307,-0.0010870845557763,0.070052978868834,-0.0011002661729172,-0.0012313485721947,-0.0016762890557527,-0.0012032903183805,-0.001104945706626,-0.0012173823371458,0.000134358799161,0.0008514414993221
11,0.72,-0.0012986130246261,-0.0013654497402194,-0.0012102330912466,-0.0010825927608958,0.0699191135613765,-0.0010953709157751,-0.001226125803071,-0.0016677173296888,-0.0011984271275533,-0.0011002349378457,-0.0012121730856436,0.0001368397747074,0.0008527894833889
12,0.74,-0.0012927645355407,-0.0013593649702677,-0.0012047929991158,-0.001078126413674,0.0697857526814352,-0.0010905052175149,-0.0012209339000384,-0.0016592106873295,-0.0011935931957332,-0.0010955554860228,-0.0012069949012909,0.0001393011749898,0.0008541178927187
13,0.76,-0.0012869517929562,-0.0013533171887413,-0.0011993874536573,-0.0010736850729946,0.0696528943650695,-0.0010856687896586,-0.0012157722896322,-0.0016507680464378,-0.0011887879878623,-0.0010909068025285,-0.0012018472645768,0.0001417434062094,0.0008554272513019
14,0.78,-0.0012811741915892,-0.0013473057786307,-0.001194015863949,-0.0010692683176363,0.0695205367526864,-0.0010808613459021,-0.0012106404387711,-0.0016423883592305,-0.0011840109875262,-0.0010862883555988,-0.001196729675754,0.0001441668575711,0.0008567180619163
15,0.8,-0.0012754311507289,-0.0013413301434801,-0.0011886776724029,-0.0010648757433082,0.0693886779813994,-0.0010760825980969,-0.0012055378268903,-0.0016340706145523,-0.0011792617072306,-0.0010816996355389,-0.0011916416620189,0.0001465719007563,0.0008579908063907
16,0.8200000000000001,-0.0012697221131824,-0.0013353897170058,-0.0011833723357266,-0.0010605069635064,0.0692573161896395,-0.0010713322579625,-0.0012004639628722,-0.0016258138329353,-0.0011745396711417,-0.001077140148728,-0.0011865827647318,0.0001489588953248,0.0008592459482398
17,0.8400000000000001,-0.0012640465439578,-0.0013294839459017,-0.0011780993371102,-0.0010561616046392,0.0691264495196583,-0.0010666100443994,-0.0011954183710807,-0.0016176170695628,-0.001169844429052,-0.0010726094263809,-0.0011815525400094,0.0001513281876612,0.0008604839341136
