,tariff_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.0136907699869301,-0.0112123398889427,-0.0116332027688625,-0.0095951264854902,-0.0100033019891623,-0.0101130190149356,0.3880149793282786,-0.012550530140509,-0.0105782909093855,-0.0097109626100474,-0.010934284196288,-0.0101323399982625,-0.0052576539316605
1,0.52,-0.0136873764671204,-0.0112122160016493,-0.0116327285923789,-0.0095960216292127,-0.0100036837154107,-0.0101129071292851,0.3877635764690214,-0.0125508506087521,-0.0105790554362687,-0.0097100480966478,-0.0109339653963776,-0.0101324981441267,-0.0052606266788344
2,0.54,-0.0136839589647597,-0.0112120668898479,-0.0116322285701015,-0.0095968942745584,-0.0100040520515307,-0.0101127839835412,0.3875124009788392,-0.012551143721838,-0.0105797973197829,-0.0097091215891313,-0.0109336245757663,-0.0101326372345661,-0.0052635729595432
3,0.56,-0.0136805176417358,-0.0112118926734952,-0.01163170282767,-0.0095977444888013,-0.010004406876798,-0.0101126494039894,0.3872614548507616,-0.0125514094911329,-0.010580516596176,-0.0097081831291217,-0.0109332618490347,-0.0101327572890872,-0.005266492892054
4,0.58,-0.0136770526427337,-0.0112116934720867,-0.0116311514991715,-0.009598572346127,-0.0100047481059681,-0.0101125032285887,0.3870107400867261,-0.0125516479461265,-0.0105812133314934,-0.0097072327499488,-0.0109328773224695,-0.0101328583279642,-0.0052693865886437
5,0.6,-0.0136735641165855,-0.0112114694006642,-0.0116305746976506,-0.0095993779165742,-0.0100050756216955,-0.0101123452893078,0.3867602586204752,-0.0125518590984921,-0.010581887587326,-0.009706270472655,-0.010932471098057,-0.0101329403659422,-0.0052722541569811
6,0.62,-0.0136700522067475,-0.0112112205785696,-0.011629972550283,-0.0096001612780148,-0.0100053893468765,-0.0101121754247198,0.3865100123654767,-0.0125520429735725,-0.0105825394180459,-0.0097052963281125,-0.0109320432854627,-0.0101330034271352,-0.0052750957101113
7,0.64,-0.0136665170625126,-0.0112109471274492,-0.0116293451879302,-0.0096009224951115,-0.0100056891781424,-0.0101119934769307,0.3862600032014078,-0.0125521995916421,-0.010583168886012,-0.0097043103459649,-0.0109315939880552,-0.0101330475281315,-0.0052779113521706
8,0.66,-0.0136629588167392,-0.0112106491545111,-0.0116286927190294,-0.0096016616478867,-0.0100059750270235,-0.0101117992903503,0.3860102329612536,-0.0125523289800405,-0.0105837760471325,-0.0097033125467937,-0.0109311233107388,-0.0101330726921236,-0.0052807011872953
9,0.6799999999999999,-0.013659377624864,-0.0112103267853948,-0.011628015279357,-0.0096023788013105,-0.0100062468227131,-0.010111592709081,0.3857607034531168,-0.0125524311622676,-0.0105843609663773,-0.0097023029679221,-0.0109306313596466,-0.0101330789406146,-0.0052834653225402
10,0.7,-0.0136557736151374,-0.0112099801259263,-0.0116273129867194,-0.0096030740283396,-0.0100065044684474,-0.010111373582755,0.3855114164688192,-0.012552506164127,-0.0105849236910532,-0.0097012816260919,-0.0109301182353824,-0.0101330662929573,-0.0052862038534404
11,0.72,-0.0136521469422283,-0.0112096092906863,-0.011626585952011,-0.0096037474033134,-0.010006747892959,-0.0101111417669943,0.3852623737439674,-0.0125525540062003,-0.0105854642875127,-0.0097002485491034,-0.0109295840473048,-0.0101330347781809,-0.0052889168862827
12,0.74,-0.0136484977307008,-0.0112092144053143,-0.0116258343030217,-0.009604398990434,-0.0100069770182223,-0.0101108971141955,0.3850135769748482,-0.0125525747244284,-0.0105859828072096,-0.0096992037676753,-0.0109290288877234,-0.010132984410416,-0.0052916045153733
13,0.76,-0.0136448261243185,-0.0112087955670351,-0.0116250581617047,-0.0096050288780176,-0.0100071917728163,-0.0101106394699971,0.3847650278580554,-0.0125525683432326,-0.0105864793240224,-0.0096981472916377,-0.0109284528667647,-0.0101329152177702,-0.0052942668414698
14,0.78,-0.0136411322614693,-0.0112083528938083,-0.0116242576352683,-0.0096056371189004,-0.0100073920721111,-0.010110368712446,0.3845167280419544,-0.0125525348858055,-0.0105869538804964,-0.0096970791564706,-0.0109278560747419,-0.0101328272205178,-0.0052969039545778
15,0.8,-0.0136374162773153,-0.0112078864972965,-0.0116234328447441,-0.0096062237931046,-0.0100075778503687,-0.0101100846990073,0.3842686791411203,-0.0125524743879345,-0.0105874065417552,-0.0096959993827556,-0.0109272386231637,-0.0101327204490703,-0.0052995159539188
16,0.8200000000000001,-0.0136336783048685,-0.011207396498685,-0.0116225839146965,-0.0096067889723584,-0.0100077490647364,-0.0101097872886822,0.3840208827618339,-0.0125523868831029,-0.0105878373581777,-0.0096949079886167,-0.0109266006150914,-0.0101325949278492,-0.0053021029359495
17,0.8400000000000001,-0.0136299184788304,-0.0112068829899762,-0.011621710953409,-0.0096073327282363,-0.0100079056101563,-0.0101094763558312,0.3837733404357297,-0.0125522723988039,-0.0105882463876685,-0.0096938050040046,-0.0109259421357695,-0.0101324506771287,-0.0053046649871431
18,0.86,-0.0136261369285269,-0.0112063460969633,-0.011620814083449,-0.0096078551340025,-0.0100080474617462,-0.010109151765292,0.3835260537337621,-0.012552130980962,-0.010588633692433,-0.0096926904495008,-0.0109252632990106,-0.0101322877287028,-0.0053072022044169
19,0.88,-0.0136223337928063,-0.0112057859228611,-0.0116198934109498,-0.0096083562524767,-0.0100081745336473,-0.0101088133994121,0.3832790241307358,-0.0125519626449367,-0.0105889993369804,-0.0096915643429223,-0.0109245641877552,-0.0101321061033065,-0.0053097146740907
20,0.9,-0.0136185092005337,-0.0112052025808681,-0.0116189490518744,-0.0096088361656778,-0.0100082867682622,-0.0101084611273297,0.3830322531088283,-0.0125517674320444,-0.0105893433633954,-0.0096904267030074,-0.0109238449171986,-0.0101319058364199,-0.0053122024923139
21,0.92,-0.0136146632775021,-0.0112045961740453,-0.0116179811241827,-0.0096092949384223,-0.0100083841112187,-0.0101080948209478,0.3827857421158119,-0.0125515453855986,-0.0105896658420239,-0.0096892775489553,-0.0109231055727387,-0.0101316869460135,-0.0053146657406447
22,0.94,-0.0136107961620994,-0.0112039668139018,-0.0116169897307823,-0.0096097326456639,-0.0100084665007722,-0.0101077143704472,0.3825394925727338,-0.0125512965352429,-0.0105899668197118,-0.0096881169140957,-0.0109223462535969,-0.0101314494651098,-0.0053171045123143
23,0.96,-0.0136069079653735,-0.0112033146059563,-0.0116159750013061,-0.009610149354062,-0.0100085338891551,-0.010107319654796,0.382293505879138,-0.0125510209227546,-0.0105902463582036,-0.0096869448065693,-0.0109215670600697,-0.0101311934212022,-0.0053195188913385
24,0.98,-0.0136029988340063,-0.0112026396607961,-0.0116149370288317,-0.0096105451365736,-0.0100085862167731,-0.0101069105654037,0.3820477834004707,-0.012550718580542,-0.0105905045200121,-0.0096857612441927,-0.0109207680813951,-0.0101309188430126,-0.0053219089663405
25,1.0,-0.0135990688841144,-0.0112019420839399,-0.0116138759368485,-0.0096109200729138,-0.0100086234441528,-0.0101064869810851,0.3818023264760674,-0.0125503895588302,-0.0105907413556694,-0.0096845662573775,-0.0109199494189446,-0.0101306257611061,-0.0053242748265583
26,1.02,-0.0136005343308165,-0.0112002001297601,-0.0116097721060521,-0.0096103668524505,-0.0100076842203227,-0.0101051142134727,0.3815581117597275,-0.0125488734350259,-0.0105899217057663,-0.00968248445683,-0.0109180815375961,-0.0101293678223029,-0.0053265949854892
27,1.04,-0.0135965683374438,-0.0111994576768748,-0.0116086636550471,-0.0096107004695264,-0.010007691488521,-0.0101046617486599,0.3813131049887082,-0.0125484910363452,-0.010590116190011,-0.0096812686253793,-0.0109172241204322,-0.0101290382691575,-0.0053289157683168
28,1.06,-0.0135925819124484,-0.0111986929105393,-0.011607532420135,-0.0096110134496252,-0.0100076834975117,-0.0101041944737468,0.3810683675718563,-0.0125480820785826,-0.0105902895219723,-0.0096800414131106,-0.0109163473028724,-0.010128690303837,-0.0053312125887143
29,1.08,-0.0135885751819308,-0.0111979059345828,-0.0116063784983868,-0.0096113058617104,-0.0100076601932297,-0.0101037122873618,0.380823900758194,-0.0125476466081233,-0.0105904417547937,-0.0096788028421413,-0.0109154511712365,-0.0101283239533738,-0.005333485530851
30,1.1,-0.0135845482626219,-0.0111970968512985,-0.0116052020111415,-0.0096115777801213,-0.01000762153912,-0.0101032150896691,0.3805797057629531,-0.0125471846665911,-0.0105905729449976,-0.0096775529269092,-0.0109145358230561,-0.0101279392527873,-0.0053357346759778
31,1.12,-0.0135805012783181,-0.0111962657655909,-0.0116040030530127,-0.0096118292767395,-0.0100075674760489,-0.0101027027559506,0.3803357837826272,-0.0125466962791755,-0.0105906831397371,-0.0096762916876887,-0.0109136013408112,-0.0101275362206621,-0.0053379601038097
32,1.14,-0.0135764343604955,-0.0111954127946518,-0.0116027817527116,-0.0096120604151529,-0.0100074979774448,-0.0101021752888176,0.3800921359750041,-0.0125461815358821,-0.0105907724294789,-0.0096750191475188,-0.0109126478360105,-0.0101271149265763,-0.0053401619126466
33,1.16,-0.0135723476209701,-0.0111945380229576,-0.0116015381924108,-0.0096122712783019,-0.010007412990318,-0.0101016325034971,0.3798487634978714,-0.0125456404534528,-0.0105908408371083,-0.0096737353173046,-0.0109116753834541,-0.0101266753699153,-0.0053423401682265
34,1.1800000000000002,-0.0135682411680254,-0.0111936415607884,-0.0116002724893023,-0.009612461930235,-0.0100073124719693,-0.0101010743399339,0.3796056674804489,-0.0125450730733576,-0.0105908884266739,-0.0096724402108696,-0.0109106840694615,-0.0101262175893849,-0.0053444949531827
35,1.2000000000000002,-0.0135641151446569,-0.0111927235141237,-0.0115989847519765,-0.0096126324399157,-0.0100071963892228,-0.0101005007118085,0.3793628490169366,-0.0125444794637923,-0.0105909152623777,-0.0096711338471057,-0.0109096740033913,-0.0101257416284519,-0.0053466263553707
36,1.22,-0.0135599696548474,-0.0111917839832602,-0.0115976750747398,-0.0096127828847551,-0.0100070646884741,-0.0100999115351053,0.3791203091864825,-0.0125438596654589,-0.0105909213945984,-0.0096698162447513,-0.0109086452572789,-0.0101252475130736,-0.0053487344508193
37,1.24,-0.013555804815328,-0.0111908230681872,-0.0115963435704836,-0.0096129133374029,-0.0100069173394654,-0.0100993067307236,0.3788780490482673,-0.0125432137261251,-0.0105909068840055,-0.0096684874190123,-0.0109075979311136,-0.0101247352841059,-0.0053508193221617
38,1.26,-0.0135516207485127,-0.0111898408699692,-0.0115949903405796,-0.0096130238645188,-0.0100067543036447,-0.0100986862230954,0.3786360696396617,-0.0125425417015454,-0.0105908717820528,-0.0096671473855551,-0.0109065321067609,-0.0101242049741107,-0.0053528810474236
39,1.28,-0.0135474175714397,-0.0111888374908995,-0.0115936154880889,-0.0096131145398276,-0.0100065755383131,-0.0100980499308162,0.3783943719660886,-0.0125418436374906,-0.0105908161475665,-0.0096657961657292,-0.0109054478772982,-0.010123656620104,-0.0053549197077022
40,1.3,-0.0135431953936213,-0.0111878130326571,-0.0115922191142297,-0.0096131854375149,-0.0100063810107551,-0.010097397785844,0.3781529570268276,-0.012541119593555,-0.0105907400398339,-0.0096644337678287,-0.010904345324591,-0.010123090257873,-0.0053569353814838
41,1.32,-0.0135389543354747,-0.0111867675918521,-0.0115908013297429,-0.0096132366250084,-0.0100061706857977,-0.0100967297096926,0.377911825786753,-0.0125403696251859,-0.0105906435132269,-0.009663060212128,-0.0109032245435602,-0.0101225059242803,-0.0053589281486371
42,1.34,-0.0135346945086624,-0.011185701272621,-0.0115893622235591,-0.0096132681760328,-0.0100059445262714,-0.0100960456403101,0.3776709791972228,-0.0125395937775397,-0.010590526622732,-0.0096616755124505,-0.0109020856166852,-0.0101219036575705,-0.0053608980868804
43,1.36,-0.0135304160254613,-0.0111846141692703,-0.0115879019110272,-0.0096132801557119,-0.0100057025013039,-0.0100953455107298,0.3774304181945433,-0.0125387921091355,-0.0105903894237966,-0.0096602796823123,-0.010900928627982,-0.0101212834923022,-0.0053628452730104
44,1.38,-0.0135261190061351,-0.0111835063896225,-0.0115864204757019,-0.0096132726471398,-0.0100054445721896,-0.0100946292473805,0.3771901436843017,-0.0125379646827932,-0.010590231979394,-0.0096588727413734,-0.0108997536685313,-0.0101206454690242,-0.0053647697896604
45,1.4,-0.0135218035542057,-0.0111823780218404,-0.0115849180358502,-0.0096132457106786,-0.0100051707108209,-0.0100938968023409,0.3769501565487391,-0.0125371115424404,-0.0105900543363701,-0.0096574547082188,-0.0108985608146691,-0.0101199896232165,-0.0053666717097874
46,1.42,-0.0135174697880939,-0.0111812291708282,-0.0115833946794812,-0.0096131994251219,-0.0100048808804889,-0.0100931481052652,0.3767104576685606,-0.0125362327571943,-0.0105898565570839,-0.0096560255876096,-0.0108973501637738,-0.0101193159977316,-0.0053685511135672
47,1.44,-0.0135131178143935,-0.0111800599328892,-0.0115818505090419,-0.0096131338620442,-0.0100045750523181,-0.0100923831065427,0.3764710478888377,-0.0125353283794301,-0.0105896387020513,-0.0096545854053498,-0.0108961217926421,-0.0101186246306609,-0.0053704080793324
48,1.46,-0.0135087477463029,-0.0111788704061696,-0.0115802856295901,-0.0096130490854941,-0.0100042532025015,-0.0100916017445824,0.37623192804174,-0.0125343984710462,-0.0105894008119746,-0.0096531341708084,-0.0108948757855968,-0.0101179155597883,-0.0053722426815759
49,1.48,-0.0135043596951773,-0.0111776606908123,-0.0115787001272918,-0.0096129451751865,-0.0100039152877257,-0.0100908039708488,0.3759930989311761,-0.0125334430859538,-0.0105891429647256,-0.0096516719033383,-0.0108936122317221,-0.0101171888285807,-0.0053740550010878
50,1.5,-0.01349995376715,-0.011176430878052,-0.0115770941125807,-0.0096128221985489,-0.010003561290481,-0.0100899897391102,0.3757545613647404,-0.0125324622869726,-0.0105888651983956,-0.009650198609544,-0.010892331200596,-0.0101164444719039,-0.0053758451095965
51,1.52,-0.0134955300718867,-0.0111751810677243,-0.0115754676789953,-0.0096126802270025,-0.010003191179588,-0.0100891589877757,0.3755163161024137,-0.0125314561370761,-0.0105885675801049,-0.0096487143222945,-0.0108910327892894,-0.0101156825338392,-0.005377613087124
52,1.54,-0.0134910887184387,-0.0111739113536749,-0.0115738209200741,-0.0096125193318145,-0.0100028049221776,-0.0100883116822866,0.3752783639069413,-0.0125304246912506,-0.0105882501563924,-0.0096472190319133,-0.010889717071681,-0.0101149030555497,-0.005379359007856
53,1.56,-0.0134866298138608,-0.0111726218268311,-0.0115721539335024,-0.0096123395837916,-0.0100024024973612,-0.0100874477756434,0.3750407055207943,-0.0125293680247571,-0.0105879129916136,-0.0096457127735735,-0.0108883841362405,-0.0101141060797343,-0.0053810829475142
54,1.58,-0.0134821534668971,-0.0111713125950157,-0.0115704668218808,-0.0096121410589626,-0.0100019838788742,-0.0100865672222288,0.374803341655725,-0.0125282861878205,-0.0105875561398336,-0.0096441955529579,-0.0108870340582288,-0.0101132916457131,-0.0053827849859671
55,1.6,-0.0134776597826055,-0.0111699837493095,-0.0115687596719896,-0.0096119238210687,-0.0100015490390699,-0.0100856699899418,0.374566273021028,-0.0125271792507867,-0.0105871796598787,-0.0096426673914161,-0.0108856669193576,-0.0101124597969529,-0.0053844651952501
56,1.62,-0.0134731488631259,-0.011168635377568,-0.0115670325873508,-0.0096116879469068,-0.0100010979595169,-0.0100847560368513,0.3743295003063384,-0.0125260472761682,-0.0105867835967517,-0.0096411282927879,-0.0108842828050249,-0.0101116105789175,-0.0053861236512384
57,1.64,-0.0134686208250357,-0.0111672675788591,-0.011565285653516,-0.0096114335086657,-0.0100006306056568,-0.0100838253216407,0.3740930241681147,-0.0125248903263241,-0.0105863680195698,-0.0096395782857953,-0.0108828817877268,-0.0101107440281621,-0.005387760431036
58,1.66,-0.0134640757529648,-0.0111658804411918,-0.0115635189741608,-0.0096111605700868,-0.0100001469665844,-0.0100828778194278,0.3738568452643516,-0.0125237084574695,-0.0105859329773292,-0.0096380173816507,-0.0108814639543973,-0.010109860193683,-0.0053893756046814
59,1.68,-0.0134595137770069,-0.0111644740725423,-0.0115617326376015,-0.0096108692079668,-0.0099996470031334,-0.0100819134956541,0.3736209642257039,-0.0125225017740481,-0.0105854785310065,-0.0096364455877264,-0.0108800293741534,-0.0101089591138787,-0.0053909692538865
60,1.7,-0.0134549349856321,-0.0111630485564656,-0.0115599267450562,-0.0096105594931123,-0.0099991307113103,-0.0100809323205224,0.3733853816757613,-0.0125212703009419,-0.0105850047366635,-0.0096348629273687,-0.0108785781363865,-0.0101080408385133,-0.0053925414514545
61,1.72,-0.0134503394788295,-0.0111616039826603,-0.0115581013771615,-0.0096102314946404,-0.0099985980580926,-0.0100799342666932,0.3731500982187608,-0.0125200141215523,-0.0105845116422213,-0.0096332694084109,-0.0108771103155896,-0.0101071054093644,-0.0053940922681921
62,1.74,-0.0134457273676473,-0.0111601404486581,-0.0115562566428152,-0.0096098852842793,-0.0099980490281208,-0.010078919313892,0.3729151144260699,-0.0125187333006956,-0.0105839993071205,-0.0096316650537385,-0.0108756259876378,-0.0101061528715884,-0.0053956217830462
63,1.76,-0.0134410987514605,-0.0111586580461545,-0.0115543926215787,-0.0096095209371362,-0.0099974836061893,-0.0100778874264852,0.3726804308831873,-0.0125174279107146,-0.0105834677994032,-0.0096300498799395,-0.0108741252340892,-0.0101051832700347,-0.0053971300695883
64,1.78,-0.0134364537324089,-0.0111571568663839,-0.0115525094085264,-0.0096091385164916,-0.0099969017700269,-0.0100768385934141,0.3724460481381346,-0.0125160980204189,-0.0105829171597715,-0.0096284238973046,-0.0108726081298975,-0.0101041966503204,-0.0053986172013896
65,1.8,-0.0134317924051059,-0.0111556369958196,-0.0115506070924353,-0.0096087380966849,-0.0099963034844608,-0.0100757727993192,0.3722119667177375,-0.0125147436924749,-0.0105823474508916,-0.0096267871159711,-0.0108710747466373,-0.0101031930574486,-0.0054000832481815
