,tariff_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.0323613522813698,-0.0399360846984923,0.1329230002929921,-0.0387724276131837,-0.0391534714071269,-0.0398627486200847,-0.0397249307405608,-0.043558115729392,-0.0403231050586701,-0.0401428733297662,-0.0414472747834697,-0.0400137396522325,-0.0299835119252835
1,0.52,-0.0323681341658359,-0.0399392243190651,0.1327820592434292,-0.0387789287032034,-0.0391581578688265,-0.0398677281440307,-0.0397284240472176,-0.0435607449099268,-0.0403281741830251,-0.0401485622901024,-0.0414513772675078,-0.0400181928403644,-0.0299966296256514
2,0.54,-0.032374536116884,-0.0399433831926042,0.1326425137171262,-0.0387851252591574,-0.0391649702159339,-0.0398720692645174,-0.039730503777261,-0.0435641200555596,-0.0403334129938135,-0.0401547255833219,-0.0414561071228729,-0.0400238947555672,-0.0300084722123651
3,0.56,-0.0323808172374447,-0.0399460795602652,0.1325026823518435,-0.0387920647932941,-0.0391707324876697,-0.0398775516704325,-0.0397341943332758,-0.043565789614648,-0.0403385105212889,-0.040159413044615,-0.0414610478357245,-0.0400292813313556,-0.0300209921194125
4,0.58,-0.0323875518326288,-0.0399489608670602,0.13236512011697,-0.0387982491673035,-0.0391767739809192,-0.0398821890468279,-0.0397366288187331,-0.0435687973298415,-0.0403441734652161,-0.0401652455503903,-0.0414651129932828,-0.0400355820616359,-0.0300337125029492
5,0.6,-0.0323941690417257,-0.0399519002468822,0.1322262429883131,-0.038804635385555,-0.0391826546476265,-0.0398869652619537,-0.0397401655548752,-0.0435715851710579,-0.0403481527548904,-0.0401706442660353,-0.0414703942309407,-0.0400392749363048,-0.0300460854259781
6,0.62,-0.0324000228429852,-0.0399551024811889,0.1320883762297842,-0.0388108376180363,-0.0391884704412723,-0.0398921801494351,-0.0397431358972472,-0.0435739967103024,-0.0403533502784356,-0.0401768146908455,-0.0414752097419581,-0.0400447657977963,-0.0300582235836606
7,0.64,-0.0324065847434406,-0.0399578292493664,0.131948449372983,-0.0388164680971128,-0.0391947962292248,-0.0398968337255144,-0.0397463621159783,-0.0435766957047788,-0.0403586728589691,-0.0401811725409238,-0.0414800042235646,-0.0400504485971437,-0.030070264452683
8,0.66,-0.0324132727871167,-0.0399614037460782,0.1318100939443993,-0.0388232098092239,-0.0391999207784114,-0.0399023698012077,-0.0397485859506959,-0.0435782857540922,-0.040363537668306,-0.0401873658912385,-0.041484758871648,-0.0400561780906064,-0.0300827011104904
9,0.6799999999999999,-0.0324192199994417,-0.0399644393999672,0.1316733578960915,-0.0388298214456707,-0.0392058415313945,-0.0399058746776281,-0.0397524024382595,-0.0435819203076827,-0.0403688828516309,-0.0401930488040896,-0.0414888031150901,-0.0400611776213109,-0.0300943320088125
10,0.7,-0.0324255589175535,-0.0399692547477812,0.131536319698079,-0.0388351518126238,-0.0392107360508231,-0.0399104222423903,-0.0397547966825208,-0.0435836983413643,-0.0403730906526436,-0.0401973234588813,-0.0414934444922103,-0.0400658710314729,-0.030105703952184
11,0.72,-0.0324313238134182,-0.0399708210630722,0.1313973320448226,-0.0388410835974034,-0.0392167903679736,-0.0399160877908576,-0.039757466549983,-0.04358590674238,-0.0403783748760974,-0.0402031180461444,-0.0414972960480452,-0.0400711574317572,-0.0301184497566271
12,0.74,-0.0324377010720431,-0.0399735873172096,0.1312627786740596,-0.0388469698070975,-0.0392231104895851,-0.0399200135046684,-0.039760165019253,-0.0435885393712327,-0.0403837882613654,-0.0402090200746024,-0.0415022762450658,-0.0400756692795755,-0.0301300637386473
13,0.76,-0.0324442348710471,-0.0399764825752187,0.131124406115823,-0.0388527029833852,-0.0392279005051464,-0.0399245150548822,-0.039762851921334,-0.0435897178426604,-0.040388057442459,-0.0402143667914582,-0.0415071964212512,-0.0400801759569319,-0.0301429621894203
14,0.78,-0.0324502661804197,-0.0399791303610662,0.1309878215541823,-0.0388584165165963,-0.0392333084320515,-0.0399283232444761,-0.0397653255557102,-0.0435917874549813,-0.0403927318011291,-0.0402188158799133,-0.0415111296742138,-0.0400861244718627,-0.0301537100090804
