,tariff_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-2.788909702106148e-05,-2.8290807935489004e-05,-3.177246620864654e-05,-2.6257791964203784e-05,-2.6157655523962952e-05,-2.6750394366924096e-05,-2.7495759917098164e-05,-3.265694748931407e-05,-2.7447312935679906e-05,-2.708136421323408e-05,0.0001190750368302,5.170041072332704e-05,-1.7799893906117977e-06
1,0.52,-2.780709953171949e-05,-2.8269131584906586e-05,-3.177001146021712e-05,-2.6200829930343785e-05,-2.6096576914563968e-05,-2.670479604575825e-05,-2.7493265836473825e-05,-3.259073501986544e-05,-2.741568064601312e-05,-2.703846971284183e-05,0.0001188992389305,5.16047423286722e-05,-1.7752393489909328e-06
2,0.54,-2.7762937472877843e-05,-2.8210498759313424e-05,-3.1654721252317885e-05,-2.6150621695328747e-05,-2.605424843074621e-05,-2.664553943966352e-05,-2.735414307847284e-05,-3.249834857317529e-05,-2.7320337089700645e-05,-2.7017268356226146e-05,0.0001187120237416,5.152518655956175e-05,-1.8083465996088205e-06
3,0.56,-2.772110263323072e-05,-2.8104582103108625e-05,-3.158443414662126e-05,-2.605467803356853e-05,-2.600910010309807e-05,-2.6598414845818096e-05,-2.7344698683676698e-05,-3.247210191766948e-05,-2.7334945049420176e-05,-2.69833885895486e-05,0.0001184495140456,5.141437291764623e-05,-1.7468004971060432e-06
4,0.58,-2.7664604713444983e-05,-2.810785140155977e-05,-3.1540514023380426e-05,-2.600902403123948e-05,-2.5962463196427265e-05,-2.6524017048754585e-05,-2.728552468174548e-05,-3.236421971494726e-05,-2.729679896667556e-05,-2.689843133251149e-05,0.0001183103238818,5.141636166586205e-05,-1.785503471588958e-06
5,0.6,-2.7660388587618147e-05,-2.806233301191985e-05,-3.150268605733108e-05,-2.603656594012848e-05,-2.596238552244261e-05,-2.650272442192985e-05,-2.7259257060235373e-05,-3.235154124662626e-05,-2.719757093191439e-05,-2.6830153657021723e-05,0.0001180760053563,5.124425499182073e-05,-1.7881181704589277e-06
6,0.62,-2.7574210765402124e-05,-2.80244963506954e-05,-3.1434275674826267e-05,-2.598262247199022e-05,-2.591914965267996e-05,-2.645428254546783e-05,-2.725127271205313e-05,-3.226256950589257e-05,-2.716082208515948e-05,-2.6875319797398767e-05,0.0001177562099679,5.111437584580781e-05,-1.7569078006917305e-06
7,0.64,-2.752899264331662e-05,-2.788120406688894e-05,-3.1337181948716444e-05,-2.590253491354397e-05,-2.584350161469334e-05,-2.64381596080575e-05,-2.7142882861121983e-05,-3.2267329706449176e-05,-2.7128509248751622e-05,-2.6791810206910505e-05,0.0001176981988765,5.1026035357309056e-05,-1.7655847479724871e-06
8,0.66,-2.7411946221235323e-05,-2.787649935087097e-05,-3.1278205503494e-05,-2.5947325624806914e-05,-2.5787568291415806e-05,-2.639626875953957e-05,-2.7104262024729537e-05,-3.222693426783686e-05,-2.705890732867926e-05,-2.67250912107412e-05,0.0001173928701767,5.1057556910935095e-05,-1.7138814380418303e-06
9,0.6799999999999999,-2.744200998578873e-05,-2.7854927604555906e-05,-3.123400580197218e-05,-2.5849248520999908e-05,-2.5768802996613685e-05,-2.6384008897630164e-05,-2.7080690359010533e-05,-3.2184111608233915e-05,-2.7088778801692744e-05,-2.6706344340388835e-05,0.0001173892505516,5.0910050358311554e-05,-1.7327748301053543e-06
