,Change,GPDIFF_weight,GROWTH_weight,KM_weight,RD_weight,RP_weight,SRDUS_weight,SRGDP_weight,SINNOVPATUS_weight,TO_weight,SPFLOW_weight,UUPCOST_weight,SINNOVPATEU_weight,DOMPATINUS_weight,DOMPATINEU_weight,TE_weight
0,-90,1.1740360444629521e-05,7.677908695974269e-06,5.453368242538063e-06,3.2990440885171966e-05,1.2479828054973538e-05,1.4968803641421513e-06,1.175922796090189e-05,9.478143553314174e-06,9.650193519903654e-05,1.1704551859752803e-06,1.0149622060985058e-05,7.671823945712997e-06,7.514558355565523e-06,1.1930169990108752e-05,0.0028425120999770815
1,-80,1.1705459032873067e-05,8.82977387383499e-06,1.3828082121855874e-05,2.339924562762679e-05,1.2352346711184251e-05,7.323755962260781e-07,1.1697573484989718e-05,1.7407935067566482e-05,5.88224517125793e-06,3.2812283451756834e-06,1.016124616462337e-05,1.2163508259266558e-05,7.875492880084817e-06,1.1944559082117371e-05,0.00249420201567927
2,-70,1.1663212156490784e-05,1.2111441843992535e-05,1.314194959914251e-05,6.389880095781431e-06,1.2234600487093338e-05,1.8458316329475882e-07,1.1657302278517799e-05,1.1304692174169502e-05,9.42698617420792e-06,4.9878249480168706e-06,1.1260405013037369e-05,1.1624754018529681e-05,7.962323353782375e-06,1.1823257269878717e-05,0.0021261533797543946
3,-60,1.1623600627792016e-05,1.3009453105438149e-05,1.274901883398516e-05,2.6929971368546504e-06,1.2102474527848695e-05,7.176954188747434e-08,1.1618029838320967e-05,1.0336245479392895e-05,1.2874229544020477e-05,7.449181810418845e-06,1.1686576751570525e-05,1.0580484182262816e-05,7.918937704254662e-06,1.1769694765121938e-05,0.0009528367973583508
4,-50,1.1594625036370515e-05,1.2546471689187475e-05,1.2470559204801408e-05,3.0251468110713567e-06,1.1977254563809067e-05,3.148042193015241e-12,1.1598801064681304e-05,1.0977561025248585e-05,1.3107666136991335e-05,1.646936891085189e-05,1.1651037019449259e-05,1.0698270889546265e-05,8.454215651048684e-06,1.1704382135122269e-05,0.0002529715596528014
5,-40,1.155045117385924e-05,1.2149266127526012e-05,1.222516024806558e-05,3.829875254313056e-06,1.1861862113662924e-05,2.2212515770523896e-06,1.154449078978535e-05,1.1234346999828036e-05,1.240655624739359e-05,1.1120828881154594e-05,1.1591857591887705e-05,1.0968464939778659e-05,9.120730691950633e-06,1.1656083648699954e-05,0.00010699018375097357
6,-30,1.1526664719336536e-05,1.190883867863027e-05,1.2001823514611645e-05,4.897980851164101e-06,1.195475715812806e-05,5.538414862070456e-06,1.1505662219882782e-05,1.1636977884245836e-05,1.2053236854309054e-05,1.0938003097662037e-05,1.1529897121206115e-05,1.1365325612976612e-05,9.345315121251727e-06,1.1598643697257317e-05,5.349617838068391e-05
7,-20,1.1483683412190237e-05,1.167583677430676e-05,1.1790115409102416e-05,6.358542447962972e-06,1.1631398316576758e-05,2.0356779197490675e-06,1.1483820053009781e-05,1.1479008710326946e-05,1.177387663018678e-05,1.0965122531500387e-05,1.1483096055517337e-05,1.1389090064875871e-05,9.930599070284297e-06,1.1546466556134688e-05,2.9767667473658347e-05
8,-10,1.1439060717529391e-05,1.1523786123074942e-05,1.1645985676744373e-05,8.876114945716891e-06,1.1509550959018926e-05,9.317039257255145e-06,1.1434320315883654e-05,1.1448401306257483e-05,1.156900686221467e-05,1.1147459604225213e-05,1.1448839630616437e-05,1.1401275315276394e-05,1.0628171472175916e-05,1.1469876310555107e-05,1.789092938073518e-05
9,0,1.1401352386385649e-05,1.140002862931157e-05,1.1415403564090964e-05,1.1415403564090964e-05,1.1415403564090964e-05,1.1404568287309363e-05,1.1403156953041808e-05,1.1408127315278423e-05,1.1415403564090964e-05,1.1412132966898976e-05,1.1405321064281139e-05,1.1400518849434338e-05,1.139774564932724e-05,1.1406521191106385e-05,1.1415403564090964e-05
10,10,1.1361492495044783e-05,1.1303085738811592e-05,1.1221207046993906e-05,1.3628524648560784e-05,1.1293523462710515e-05,1.2547978815976246e-05,1.1361995662632032e-05,1.1358492407216894e-05,1.126212830010882e-05,1.1249264126954114e-05,1.1360997090515598e-05,1.1395477983364059e-05,1.229054418399158e-05,1.1343433475113248e-05,7.603695023557169e-06
