,Change,GPDIFF_weight,GROWTH_weight,KM_weight,RD_weight,RP_weight,SRDUS_weight,SRGDP_weight,SINNOVPATUS_weight,TO_weight,SPFLOW_weight,UUPCOST_weight,SINNOVPATEU_weight,DOMPATINUS_weight,DOMPATINEU_weight,TE_weight
0,-90,0.0012116217838965006,0.0012018806512462902,0.0013405757269400853,0.001240688387288374,2.460906096289847e-05,0.0012938986111150756,0.0014710231951080292,0.0011932336377003354,0.001217027242198239,0.0012493145896718756,0.001210803261834623,0.0012100110200679833,0.0012060323807775394,0.0012115538385497325,0.0012874396521083181
1,-80,0.001207628656180413,0.001195785697131097,0.0013502789020216981,0.0012157918200662967,0.00015297532018201715,0.0012863116209178315,0.0014570462006202108,0.0011729666202351936,0.001262402138372049,0.0012561223067350396,0.0012070648220299993,0.0012081739909989343,0.0012025296991027305,0.001207685161005127,0.0012848410329224758
2,-70,0.0012036254895073407,0.0011919642160914323,0.0013260075462532155,0.0011938900334756656,0.0003613026508522376,0.0012764705525631968,0.0014372877840559968,0.0012099418621511235,0.0012466354178689951,0.001242683840076419,0.0012033324625346279,0.0012025371827804085,0.001198805330836275,0.0012035481488828672,0.0012592751790765123
3,-60,0.0011996616978173396,0.0011923980795805335,0.0013024074277019123,0.0011829876839161754,0.0005799929372808385,0.001264920781587379,0.0014122521326084324,0.0012042158113556238,0.0012347114108326909,0.0012327479933695363,0.001199484742651334,0.0012016688981342947,0.001194472092679613,0.0011996045065661238,0.001248282804007849
4,-50,0.001195739264456733,0.0011920308680262596,0.0012795963424568108,0.0011845775525761392,0.0007645788851222777,0.0012629837372383431,0.0013821931430313102,0.001197638142531264,0.0012314688407712598,0.0012025709456345377,0.0011956254141223784,0.001197218187451942,0.0011916223821756492,0.0011956579285490724,0.0012360167781813392
5,-40,0.0011918259744076727,0.0011895071927650524,0.0012575339217501427,0.0011836343065907613,0.0009056431464576091,0.0012402429195395987,0.0013476532159945886,0.0011940504986926422,0.0012216918325149823,0.0011904162485911773,0.0011917251363972917,0.0011920260390576843,0.0011885176126620193,0.0011918136627192683,0.001223715418901128
6,-30,0.0011879619391659873,0.0011867087929844592,0.001236245638754085,0.0011823714810694245,0.001009835681149082,0.0012248696029716287,0.0013092177163454932,0.0011880466848097702,0.0012106182892971126,0.0011865640620427594,0.001187894461609369,0.0011880404890218135,0.0011852143481720706,0.0011879371061674525,0.0012115335643064
7,-20,0.001184092853321805,0.0011833448985473743,0.0012156536002798431,0.001181023260690432,0.0010843259586763821,0.00123928174275962,0.0012674834853485324,0.001184071973661836,0.0011991171461804547,0.0011835366574316978,0.001184095931757528,0.0011841226227755316,0.0011821789833300934,0.0011841078191495655,0.0011996630025467643
8,-10,0.0011802575799725404,0.001179938518566271,0.0011958595075254029,0.0011790687815709776,0.0011380660642948581,0.001192500818173187,0.0012229827296122296,0.0011802831183796742,0.0011876708079471623,0.0011799838819778591,0.0011802385068181874,0.0011802559086492143,0.0011792772628220166,0.0011802863927173003,0.001187927209373481
9,0,0.0011764535269692398,0.0011764499125637758,0.0011764680931554436,0.0011764680931554436,0.0011764680931554436,0.001176456133875906,0.0011764531497445744,0.001176465735600208,0.0011764680931554436,0.001176458908766185,0.0011764501597829214,0.0011764258536627573,0.0011764458146702838,0.0011764657553299273,0.0011764680931554436
