,Change,GPDIFF_weight,GROWTH_weight,KM_weight,RD_weight,RP_weight,SRDUS_weight,SRGDP_weight,SINNOVPATUS_weight,TO_weight,SPFLOW_weight,UUPCOST_weight,SINNOVPATEU_weight,DOMPATINUS_weight,DOMPATINEU_weight,TE_weight
0,-90,1.381590874467488e-05,1.3434836092089982e-05,1.521878419165395e-05,1.2144205252153128e-05,0.001508220962039441,1.4094756260465649e-05,1.6646478824620683e-09,1.3692355893667545e-05,2.6335761277049372e-05,1.4062046798619113e-05,1.3802951505792144e-05,1.3820404725470667e-05,1.3831187446712317e-05,1.3809880739709795e-05,1.4296842529822773e-05
1,-80,1.376812887323551e-05,1.362730336257657e-05,1.5394633942300014e-05,1.282892964342257e-05,0.0008466738258374315,1.4043387606945522e-05,2.6835936633384466e-08,1.3543548456756968e-05,1.3984924826339656e-05,1.6359168593543047e-05,1.3758392134191986e-05,1.4125807302414596e-05,1.3755444634406685e-05,1.3749950462242043e-05,1.342657020378129e-05
2,-70,1.3724585585313444e-05,1.3589374373811275e-05,1.5119813435199344e-05,1.3137555020447792e-05,0.000455527660795239,1.3973363242976782e-05,1.3468566345016894e-07,1.3206663294176307e-05,1.4198530675754734e-05,1.68358526149088e-05,1.3716661293341034e-05,1.407358181250882e-05,1.3713413550688962e-05,1.3721269969379171e-05,1.4370013607672934e-05
3,-60,1.3679934213018717e-05,1.3596912552484512e-05,1.4851155323852637e-05,1.4050052472760357e-05,0.0002442666268328544,1.3899844076701135e-05,4.160292542609928e-07,1.3313677741529501e-05,1.4074443453959119e-05,1.7544470394164762e-05,1.367526402500894e-05,1.3588871065953753e-05,1.3753175996509116e-05,1.3675774389073437e-05,1.4229754340525744e-05
4,-50,1.3633979799578834e-05,1.3555336320574727e-05,1.4590901103701916e-05,1.3904754712483372e-05,0.00013514568738297753,1.287074069043308e-05,9.92867925125891e-07,1.3528014017949075e-05,1.4039789984579589e-05,1.4238487286608226e-05,1.3630811166955464e-05,1.3585069638524347e-05,1.3645822588089899e-05,1.363386582177423e-05,1.4091280633197705e-05
5,-40,1.3589974632050748e-05,1.3558391625582711e-05,1.4341706002749418e-05,1.3816530452809349e-05,7.824694467215376e-05,1.354243551710553e-05,2.0051225859402288e-06,1.3407635330989535e-05,1.3930834286838272e-05,1.358029839063688e-05,1.3591096564012965e-05,1.3647100625899982e-05,1.3586344884819762e-05,1.358423288390926e-05,1.3950942802449042e-05
6,-30,1.3543872291081848e-05,1.3514573317399778e-05,1.4097138765828845e-05,1.3723013890902018e-05,4.7324010607107426e-05,1.3438775215593892e-05,3.6033023058359665e-06,1.3532713267640518e-05,1.3794165891772448e-05,1.3586827775735962e-05,1.3544865066396384e-05,1.3543122811977299e-05,1.3554125683737305e-05,1.3541206577010009e-05,1.3817836367900772e-05
7,-20,1.3501169636943286e-05,1.3493046368010852e-05,1.386169260901749e-05,1.3609846568515658e-05,3.0003293371710616e-05,1.7829895460458772e-05,5.940247686797862e-06,1.3501788292560676e-05,1.3673546288887313e-05,1.3491872662436464e-05,1.3497178672094508e-05,1.350210249164713e-05,1.3509377091081226e-05,1.34961627738403e-05,1.3675907765356038e-05
8,-10,1.3457734220296078e-05,1.3455274023734453e-05,1.3621049361850255e-05,1.3511728203204056e-05,1.97305360800299e-05,1.3323348364311669e-05,9.169183519445308e-06,1.3454401988392999e-05,1.3549523410502967e-05,1.3453667652933363e-05,1.3458421715780329e-05,1.3459755590763496e-05,1.3461405764099197e-05,1.3452903064324303e-05,1.3545977700448432e-05
9,0,1.3413960454923637e-05,1.3414345100001024e-05,1.3412521439720073e-05,1.3412521439720073e-05,1.3412521439720073e-05,1.3413715672542005e-05,1.3414037537607883e-05,1.3412706747698066e-05,1.3412521439720073e-05,1.3413498973805921e-05,1.3414381918737462e-05,1.3417034012928505e-05,1.3414754982696004e-05,1.341268043017406e-05,1.3412521439720073e-05
10,10,1.3371373649768164e-05,1.3374649908189823e-05,1.3199051291243647e-05,1.3310362207995627e-05,9.393053269065048e-06,1.3341217104314745e-05,1.8799242502930738e-05,1.3371177472576304e-05,1.3281633889737742e-05,1.3357247972480699e-05,1.337118612008342e-05,1.336890977340929e-05,1.3365644518932546e-05,1.3372164265034897e-05,1.3288374043097411e-05
11,20,1.3326926530662635e-05,1.3332803714736703e-05,1.2982366471949985e-05,1.3205667596073446e-05,6.7442851489394975e-06,1.3253856771050202e-05,2.540302179178963e-05,1.3329956991810198e-05,1.3162454601459008e-05,1.3490864855540878e-05,1.3327136072001238e-05,1.3336282689944467e-05,1.2752110467783374e-05,1.3328701712639745e-05,1.3156891880859026e-05
12,30,1.3286563780224243e-05,1.3292762984339138e-05,1.2794429709726342e-05,1.3102276391882274e-05,4.952185276304437e-06,1.321948341086535e-05,3.329818878576875e-05,1.3293013521515228e-05,1.3040256583617343e-05,1.3420562620469333e-05,1.3286159485112352e-05,1.3285883259945612e-05,1.315504880485642e-05,1.3286064621587398e-05,1.303634518644628e-05
13,40,1.3240497753042033e-05,1.324956844457347e-05,1.2602097094156454e-05,1.3006035515150146e-05,3.7067386719776325e-06,1.3137351473135379e-05,4.25283950938529e-05,1.3242174960719162e-05,1.2917829628384522e-05,1.3232562892719057e-05,1.3244447047238956e-05,1.32417251517722e-05,1.3163505991266011e-05,1.3243912510499408e-05,1.2914313209257164e-05
14,50,1.3200768873971419e-05,1.3210275811986435e-05,1.2414107687420821e-05,1.2889889594489481e-05,2.825674746488976e-06,1.3083408899375597e-05,5.307910973287176e-05,1.3194337472696599e-05,1.2802470993891899e-05,1.2727314906779183e-05,1.3202097312960915e-05,1.3194805370490603e-05,1.3296681078534974e-05,1.3202957335111863e-05,1.2795672312991608e-05
15,60,1.3160333236061359e-05,1.3167753315882168e-05,1.2230235825485884e-05,1.2786919736739333e-05,2.187963976957904e-06,1.3016850443602061e-05,6.496719156123243e-05,1.3157663631606985e-05,1.2684524956398598e-05,1.3162823299016039e-05,1.316088139969526e-05,1.3159969145580152e-05,1.3300198281246294e-05,1.3161619239548639e-05,1.267570140768854e-05
16,70,1.311898937429466e-05,1.3128307235928093e-05,1.205350750386111e-05,1.2681021144081585e-05,1.717474790429137e-06,1.2347195181925158e-05,7.812400611283146e-05,1.311862874071374e-05,1.2570185542123676e-05,1.3132233111454175e-05,1.3109885774189418e-05,1.3117785436987834e-05,1.3396508161595395e-05,1.3114846340439539e-05,1.2573599628994459e-05
17,80,1.3076549581868072e-05,1.3088009192544965e-05,1.18798663607775e-05,1.2577211015987988e-05,1.364904885068541e-06,1.2156405119260052e-05,9.248381395948152e-05,1.3076281252064473e-05,1.2457048848857054e-05,1.3093686043412886e-05,1.307074102481736e-05,1.3077908370198912e-05,1.5509229437208036e-05,1.3051085589972707e-05,1.2451796013630265e-05
18,90,1.3035714933350146e-05,1.3047467446653893e-05,1.1713561615925445e-05,1.2474822689504522e-05,1.0968212380004978e-06,1.2229942812970842e-05,0.00010800738350756842,1.3033090186320892e-05,1.2340798827812e-05,1.3062109719775706e-05,1.3028820619548217e-05,1.3035457592921621e-05,1.220658204659548e-05,1.3038494047649343e-05,1.2332057501282336e-05
