country_code,country,fee
1,USA,18596.16581043381
2,EUR,34987.18127573903
3,JAP,33357.2399248641
4,CHN,20513.71165843556
5,BRA,30870.201471237757
6,IND,16718.909114264003
7,ROW,136405.60546438856
