country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,25358461.632031664,26023260.395848002,-664798.7638163343,14353223921333.334,202409038.0,0.02652386665344233,1.0
2.0,35311471.81342933,35315153.942232005,-3682.128802664578,19083100117413.766,390546293.6666667,0.017480112949828232,1.1395101474432578
3.0,8546114.246304333,8496033.918647332,50080.32765700016,4762697719377.344,82677133.33333333,0.0327082331975301,1.07411494663385
4.0,9769516.245545,9452542.078758666,316974.16678633355,3632260514342.263,957883945.3333334,0.013960500160853033,0.403943679367664
5.0,2484238.760606,2472373.5151070002,11865.245498999953,1400183068515.4065,128542549.66666667,0.010661633412043235,0.5841911448204488
6.0,2147119.382687,2180669.5633033332,-33550.1806163333,1118630304151.5037,747482909.0,0.0082285332679748,0.27117397373183905
7.0,2535006.326345,2499097.9269593335,35908.399385666475,1447024969365.2932,22867288.333333332,0.019007999897003133,1.1159717085564733
8.0,2392924.5607413333,2363576.1515306663,29348.409210666705,1091056668884.2233,35067572.666666664,0.0286026334762573,0.7834846399739507
9.0,2374424.093593667,2286059.21642,88364.87717366645,1316827564909.0315,101853122.66666667,0.010777999957402534,0.5292613389552137
10.0,1782723.8988146663,1800511.0623596667,-17787.1635449999,1046024159193.8597,68181548.0,0.004038066665331467,0.667362818044858
11.0,8645661.253886666,8458384.442818666,187276.81106799995,8832322761915.947,1618746769.6666667,0.013469610241662933,0.5263756875080889
