,eta,eta,eta,eta,eta,eta,eta,delta,delta,delta,delta,delta,delta,delta,fe,T,T,T,T,T,T,T,fo,g_0
SPFLOW,36.318031180649996,29.230728816241026,-32.47640864737332,10.665470816195011,3.053088828921318,7.896418774500489,-9.673506658524275,3.238936295732856,1.1611436735838652,0.8020963687449694,0.41868227161467075,0.08940747007727623,0.04491456063510901,-1.0124308370628443,0.003566589206457138,9.741824464223897e-12,4.040620659878944e-11,2.5599798164831793e-11,4.338804531830012e-09,1.7433595605804078e-09,7.329597321840211e-09,1.2373385868868643e-09,-5.252999130636454,1.8126864973455667
SPFLOW,37.56168665364385,33.82253943383694,25.55109664425254,-7.017477665096521,3.4561231322586536,8.631590224802494,21.6851161532104,3.2082356959581375,1.1569399982690811,0.5497412793338299,0.4279183931648731,0.08819780126214027,0.044913474637038465,-1.012434367831899,-0.007602959871292114,-3.6607103054685595e-12,-1.6122177196524466e-11,-1.0214383307663558e-11,-1.7311938281616008e-09,-6.95604812201659e-10,-2.924527609711805e-09,-4.937011818002451e-10,5.308395765721798,1.2928571589291096
SPFLOW,38.082321137189865,33.765531830489635,25.324729412794113,12.306489251554012,1.9031176343560219,9.158579930663109,17.149767719209194,3.1999107599258423,1.15551295876503,0.5467062592506409,0.41814207285642624,0.11603914201259613,0.04491275755550993,-1.0123887771817863,-0.007321201264858246,6.454410275431408e-12,2.6198537944352255e-11,1.6598372874953282e-11,2.8131899707626013e-09,1.1303578198276958e-09,4.752357365781683e-09,8.022644204253983e-10,4.578332878649235,1.0510547831654549
SPFLOW,36.4791349042207,34.76309707202017,24.250014502555132,7.934791291132569,2.1971456184983253,-243.7030474487692,22.796887444332242,3.2179070189595222,1.1609234157949686,0.5486269164830446,0.41869291476905346,0.09199070557951927,0.04571715010089821,-1.012408659556647,-0.007660996168851852,2.832233762651991e-11,1.1945525666549846e-10,7.568219632021968e-11,1.2827064270534862e-08,5.153996905406667e-09,2.1668921758208405e-08,3.6580171939011912e-09,5.933931956067681,2.51587219722569
SRGDP,12.319581588031724,-5.609005140839145,-0.7800540365278721,-1.4978112615644932,-0.12194010172970593,-1.8462899960577488,-14.242643496952951,0.011113709537312388,-5.001062527298927e-05,-0.00023472774773836136,0.00012001045979559422,0.00031789951026439667,5.257060723672038e-07,-4.459469105818093e-07,0.00028487504459917545,1.9682102235639507e-06,-2.2328453896222866e-06,-3.93733474261094e-07,-0.00015284864493289094,-1.4716266490416693e-05,-0.00011493073978678161,-9.132905341198419e-05,-0.0001435861922800541,0.05901144188828766
SRGDP,-3.74992835521698,18.713498237542808,-0.8667868077754974,-1.7511416841298342,-0.21079567074775696,-2.0150555223226547,-16.336641329340637,-0.0013395361602306366,0.0012431954964995384,-0.00022339727729558945,0.00014635175466537476,0.0005774004384875298,4.496170355772138e-07,2.5720543995236757e-07,0.00010237842798233032,-5.319685933545469e-07,8.227639077272653e-06,-3.937433614649364e-07,-0.0001528502895670277,-1.4716939270695995e-05,-0.00011493355578699955,-9.132951625684213e-05,6.441771984100342e-05,0.1353728948161006
SRGDP,-3.6318111894652247,-6.147395136766136,10.67658959608525,-1.490439479239285,-0.11201223265379667,-1.8230907721444964,-15.810420233756304,-0.0017291875556111336,0.00011967122554779053,0.010472450405359268,9.817071259021759e-05,0.0002905772998929024,5.112952699448572e-07,-2.4782861471389963e-06,0.0002642059698700905,-5.31964017466665e-07,-2.2328409812144594e-06,6.2336348345193e-06,-0.00015284810393481965,-1.4716054548325476e-05,-0.00011492986814046668,-9.132889527332439e-05,1.0079704225063324e-05,0.06143456604331732
SRGDP,-3.042443633079529,-5.53424534574151,-0.3223867807537317,9.577730221673846,0.49800669215619564,-0.7277738377451897,-15.122628318145871,-0.0020331311970949173,-4.963204264640808e-05,-0.001240260899066925,-0.000721808522939682,-0.0014923866838216782,-5.556805414056847e-07,-1.821032041638909e-06,-0.00026439689099788666,-5.319655467765624e-07,-2.232847430085338e-06,-3.9373475903899446e-07,0.0009703959984040498,-1.4716321921425167e-05,-0.00011493105622980812,-9.132910123928618e-05,-0.00011752918362617493,-0.4146086983382702
SRGDP,-2.974564759992063,-5.585774879902601,-0.3542827181518078,0.42266987543553114,1.7486259685829282,-0.6333691691979766,-15.938647953793406,-0.0004989840090274811,0.0002333167940378189,-0.0005244328640401363,-9.768037125468254e-05,-0.003957890439778566,-5.718206401187129e-07,1.5925266976267118e-06,-0.0002630585804581642,-5.319633641984608e-07,-2.23283856288788e-06,-3.937289496084882e-07,-0.00015284780503338526,0.0004366110860061808,-0.00011492937919600693,-9.132881736110664e-05,-0.00022357329726219177,-0.4569858149625361
SRGDP,-3.499353827908635,-5.059310362674296,-0.7815648857504129,-1.4483844386413693,-0.1075923116877675,26.258775704540312,-12.617109570652246,-0.0004028948023915291,-8.172821253538132e-05,-7.893051952123642e-05,0.00011499598622322083,0.0002736058086156845,-2.442919226636195e-06,-1.0489775523781396e-06,9.840447455644608e-05,-5.319636562123586e-07,-2.232841283505282e-06,-3.9373110420496715e-07,-0.0001528482310693664,-1.4716109979333948e-05,0.0017825818898628354,-9.132894850048306e-05,0.0001927502453327179,0.05991863086819649
SRGDP,-3.0938442583428696,-4.188461092067882,-0.6332359408261254,-1.5725086655002087,-0.14265196665655822,-1.892274841084145,37.87491965270601,-0.005817668279632926,-0.0009040437871590257,-0.0011710536200553179,0.00011166045442223549,0.0003767044981941581,2.7380524602458532e-08,1.5506267484010812e-06,-0.00020892568863928318,-5.319598585264619e-07,-2.232825180221262e-06,-3.937204289774126e-07,-0.0001528464285314176,-1.4715381224604916e-05,-0.00011492701044288242,0.00022899810256581395,9.748677257448435e-05,0.07922713609877974
JUPCOST,-180.29227735474706,2.0663225688040257,-6.58509561792016,-14.853635337203741,-5.211618542671204,-9.27237606048584,21.69154042750597,0.58381162956357,0.00871836394071579,-8.519091937690973,0.0017938055098056793,0.015337161719799042,1.0857674977092818e-05,9.864244883106779e-05,-0.36840465292334557,2.500211889750254e-06,1.532614469744607e-10,9.72281611098225e-11,1.6478801251813238e-08,6.621288306144542e-09,2.7837847184944243e-08,4.699418124261083e-09,-0.5303715988993645,0.9216071106493473
SDOMTFLOW,-0.004986565560102463,0.020195409655570984,-8.150190114974976e-05,0.0034385044127702713,0.0013308003544807434,0.0019301045686006546,0.08921260759234428,-0.0025475379079580307,0.00015090219676494598,0.00010595656931400299,2.9634684324264526e-06,-1.6205012798309326e-06,1.8895444136180856e-06,2.0427457598942716e-06,-9.884312748908997e-05,-1.8652764023588155e-11,-7.527041478627359e-11,-4.74649624327991e-11,-8.04464132023844e-09,-3.232388611699584e-09,-1.3589914236379544e-08,-2.2941676791780142e-09,-2.1731480956077576e-05,-0.0024135280400514603
SDOMTFLOW,-0.0049866605550050735,0.02019534446299076,-8.173100650310516e-05,0.0034384075552225113,0.0013306811451911926,0.0019299555569887161,0.08921244367957115,-0.0025476552546024323,0.00015073642134666443,0.00010595470666885376,2.8312206268310547e-06,-1.7639249563217163e-06,1.8814743642615715e-06,1.9954234642982653e-06,-9.88990068435669e-05,-1.930302177521744e-11,-7.829332301062194e-11,-4.9124799720294426e-11,-8.325960317314699e-09,-3.345424393682354e-09,-1.4065149972957713e-08,-2.374394121220554e-09,-2.1843239665031433e-05,-0.002413596957921982
SDOMTFLOW,0.0025864019989967346,-0.02485795598477125,-0.0004031294956803322,-0.0013890145346522331,-0.0004681907594203949,-0.000935971736907959,-0.015784810297191143,0.0011406084522604942,-0.0004659835249185562,0.00020746979862451553,3.800727427005768e-06,-2.316199243068695e-06,-1.5344622419314654e-06,-6.857351167384245e-07,3.426056355237961e-05,-3.778117955068292e-11,-1.5585610986702636e-10,-9.87443586320538e-11,-1.6735775335680976e-08,-6.724542145455726e-09,-2.8271956752010838e-08,-4.7727018934345575e-09,3.53911891579628e-05,0.0009630266577005386
SDOMTFLOW,0.0025864243507385254,-0.024857904762029648,-0.00040320679545402527,-0.00138898566365242,-0.0004682615399360657,-0.0009360164403915405,-0.01578490436077118,0.0011406876146793365,-0.0004660598933696747,0.00020748749375343323,3.7029385566711426e-06,-2.3208558559417725e-06,-1.5079463654743477e-06,-6.975656906374261e-07,3.428012132644653e-05,-3.797986941923631e-11,-1.5709046405863525e-10,-9.920719787568231e-11,-1.678176017174152e-08,-6.7430191482798315e-09,-2.834963951664381e-08,-4.7858158310761266e-09,3.539770841598511e-05,0.0009630471467971802
SDOMTFLOW,0.0005286112427711487,0.006979761645197868,0.0021907370537519455,-0.00036605726927518845,-3.979634493589401e-05,-0.00015026144683361053,0.00789521262049675,0.0013516629114747047,0.0002881363034248352,-0.0016555972397327423,6.6123902797698975e-06,1.0021030902862549e-06,-2.963437410131354e-06,-9.49513097745793e-07,-6.152316927909851e-06,3.8696357127050053e-11,1.5925688161941823e-10,1.0137775432856082e-10,1.718209874450389e-08,6.903877761101465e-09,2.9025936526389665e-08,4.899984229367433e-09,0.0001529902219772339,-6.615929305553436e-05
SDOMTFLOW,0.0005286633968353271,0.006979845464229584,0.00219079852104187,-0.0003659352660179138,-3.9793550968170166e-05,-0.00015029311180114746,0.007895179092884064,0.0013516917824745178,0.0002882331609725952,-0.0016556307673454285,6.571412086486816e-06,1.0058283805847168e-06,-2.9236635954456772e-06,-9.324244910027907e-07,-6.154179573059082e-06,3.9015465097757017e-11,1.610202447502881e-10,1.0239919265932717e-10,1.7290298358763988e-08,6.947353061864069e-09,2.9208719501996654e-08,4.9308405532299485e-09,0.00015302002429962158,-6.614625453948975e-05
SDOMTFLOW,0.00060238316655159,0.0037067830562591553,0.00011847168207168579,0.0003151707351207733,-0.000440109521150589,-0.0007953159511089325,-0.024120226502418518,0.000913720577955246,0.0002424195408821106,0.00017449632287025452,-5.2150338888168335e-05,5.621463060379028e-06,1.4064943164210278e-07,2.962025168787061e-07,5.8591365814208984e-05,1.7581042914421372e-12,7.859561383305677e-12,5.107191653831779e-12,8.655969140808004e-10,3.478024061008295e-10,1.4622638048559024e-09,2.4685059090012256e-10,-0.00015462562441825867,0.0010700523853302002
SDOMTFLOW,0.00060233473777771,0.0037066861987113953,0.00011843442916870117,0.00031504034996032715,-0.0004402250051498413,-0.0007954016327857971,-0.024120323359966278,0.0009136274456977844,0.00024242699146270752,0.00017450004816055298,-5.2228569984436035e-05,5.46872615814209e-06,7.378330840241457e-08,2.6640699742936876e-07,5.854666233062744e-05,1.3968499849814241e-12,5.844289233740118e-12,3.70271394902804e-12,6.708376084126204e-10,2.6954686472814286e-10,1.1332544487633244e-09,1.91309207947595e-10,-0.0001547113060951233,0.0010699331760406494
SDOMTFLOW,0.00195271335542202,0.0032532010227441788,-0.0001166854053735733,-0.0007008295506238937,-0.00026488862931728363,-0.0003864504396915436,-0.02995053492486477,0.0005544517189264297,0.00012180767953395844,0.00015174411237239838,-1.7900019884109497e-06,-0.000118304044008255,1.748894981975983e-06,7.142161279767617e-07,2.284906804561615e-05,4.8119073620566986e-11,2.0001576084438166e-10,1.2732867191959354e-10,2.1510083314907893e-08,8.658106146872525e-09,3.633725555066918e-08,6.134237183868046e-09,-0.00017688050866127014,0.0006239917129278183
SDOMTFLOW,0.0019527226686477661,0.003253210335969925,-0.00011663883924484253,-0.0007008500397205353,-0.0002648495137691498,-0.00038641318678855896,-0.029950518161058426,0.0005544833838939667,0.00012184306979179382,0.00015189126133918762,-1.780688762664795e-06,-0.00011830776929855347,1.752353574557346e-06,7.203504996280958e-07,2.2862106561660767e-05,4.8287658963581985e-11,2.0041881527429476e-10,1.2736059186743e-10,2.1585823044889962e-08,8.673322502139436e-09,3.641036874091197e-08,6.146579713413052e-09,-0.00017691031098365784,0.0006239935755729675
SDOMTFLOW,0.0009077414870262146,0.00039842724800109863,-0.00015491247177124023,-0.0010888688266277313,-0.00043275579810142517,0.006069861352443695,-0.02991713210940361,0.0006779879331588745,0.0001759268343448639,0.00010070577263832092,4.868954420089722e-06,1.3653188943862915e-05,-2.70923085540116e-06,5.561246071338073e-06,5.386769771575928e-05,5.910120453697266e-11,2.4777771078908536e-10,1.57173823146673e-10,2.6671204915114663e-08,1.0716661637981808e-08,4.49463337017583e-08,7.606083832110027e-09,-0.00013517588376998901,0.0008663348853588104
SDOMTFLOW,0.0009078569710254669,0.0003984980285167694,-0.00015484914183616638,-0.0010887645184993744,-0.000432722270488739,0.006069928407669067,-0.029917079955339432,0.0006780102849006653,0.0001760236918926239,0.000100746750831604,5.003064870834351e-06,1.368299126625061e-05,-2.6193074482857173e-06,5.582278202714076e-06,5.393102765083313e-05,5.936612436171053e-11,2.486845832563899e-10,1.5819526147743937e-10,2.6898424105060875e-08,1.0807959769583277e-08,4.543984773589717e-08,7.670882112221309e-09,-0.0001350603997707367,0.000866420567035675
SDOMTFLOW,0.0021632425487041473,0.002618705853819847,-0.00020003877580165863,-0.0022193919867277145,-0.0008004587143659592,-0.00135064497590065,-0.07745871879160404,0.0007631108164787292,0.00019087083637714386,0.00013032741844654083,5.841255187988281e-06,1.0358169674873352e-05,7.82794787581867e-07,-1.8359298013635775e-06,5.302019417285919e-05,4.657772191300128e-11,1.908966543675975e-10,1.2135964167417766e-10,2.056874667084502e-08,8.264654674970961e-09,3.4747043662888385e-08,5.865787166264163e-09,2.3562461137771606e-06,0.0012555792927742004
SDOMTFLOW,0.0021631233394145966,0.0026186220347881317,-0.0002000853419303894,-0.0022193416953086853,-0.0008004419505596161,-0.0013507157564163208,-0.07745875045657158,0.0007631070911884308,0.0001908615231513977,0.00013050436973571777,5.912035703659058e-06,1.0304152965545654e-05,8.900111576041258e-07,-1.8455695282442455e-06,5.292519927024841e-05,4.638505294955557e-11,1.8993940009655385e-10,1.2084892250879446e-10,2.048218697943694e-08,8.229874434360879e-09,3.4600817282402794e-08,5.831845210015395e-09,2.436339855194092e-06,0.001255616545677185
SINNOVPATEU,5.067451234092005,-92.03000413411064,3.8150087915128097,16.631970661168452,5.824486942321528,10.470680839091074,1.8552291712840088,-0.0031968197436071932,-5.648394813761115,-0.0038089596200734377,-0.001896074099931866,-0.017009720439091325,-1.0326204583756676e-05,-8.231012247879429e-07,-1.5613374704844318,-8.543288041226635e-12,-3.411950215096501e-11,-2.161678717386494e-11,-3.6637403759853567e-09,-1.4721144419162259e-09,-6.1892029130922386e-09,-1.0448240537883898e-09,-1.5607584878453054,-6.1176631770213135
