delt,USA,EUR,JAP,CHN,BRA,IND,ROW
0.009999999999999848,1.00241487774708,1.0025712088460021,1.002493054578664,1.002580048441024,0.8686172384078172,1.0024696033179907,1.0026061658138372
0.012665996826226024,1.0023307945694895,1.0024827506115883,1.0024058392910642,1.0024899880129643,0.8725476528779254,1.0023821663543295,1.0025139907357408
0.0160427475601966,1.0022323610004162,1.0023791641122841,1.002303664430444,1.0023844797152108,0.8771945673334971,1.002279841526451,1.002406103185559
0.020319738968139756,1.0021183953445767,1.002259430359782,1.0021854421934415,1.002262439273564,0.8826356891521884,1.002161631727872,1.0022814524397463
0.025736974928019827,1.0019888589635662,1.002122935625374,1.0020510248549823,1.0021236481501115,0.8889161788152697,1.0020274024780293,1.0021398884723283
0.03259844427549569,1.0018442415594329,1.0019710394566166,1.0019013239432788,1.0019690166119242,0.896017934302434,1.0018780918564585,1.0019824084881244
0.04128917917333367,1.0016855471914516,1.0018039042360072,1.0017374287196754,1.0017996368055204,0.9039561703191314,1.001714841982216,1.00181020247752
0.05229686123669219,1.0015151336435064,1.0016234302583933,1.0015617983268308,1.0016180420106922,0.9126689413140266,1.0015401719295434,1.0016259268756098
0.06623918784455252,1.001336612985531,1.0014340692227268,1.0013787200855222,1.0014286491438646,0.9219854910732619,1.0013583945684426,1.0014341339438082
0.08389853430108898,1.0011546275481407,1.0012407866832769,1.001192753059709,1.0012361879259428,0.9316958169505094,1.0011740836273841,1.0012396595572282
0.10626585691826099,1.0009748280368171,1.0010492538469673,1.0010085123979346,1.0010454660487054,0.9415204570543074,1.0009918207807265,1.0010473373982018
0.13459630064628844,1.0008025356097927,1.0008641440897488,1.000830462881954,1.0008611244952632,0.9511928860933049,1.000815990104558,1.0008617946916851
0.17047963168076496,1.0006417104746819,1.0006907708142383,1.0006637431824272,1.0006884610659337,0.9604414775458514,1.0006516137524,1.000688326354525
0.2159294473804751,1.0004961950730042,1.0005335787964125,1.0005126369541897,1.0005319143874647,0.9690006404420977,1.0005028533146145,1.000531318972642
0.27349616952098393,1.0003687372416827,1.0003962353766005,1.0003803135614266,1.000394770278334,0.9766590955790022,1.0003727578934993,1.000393983175992
0.3464101615137754,1.0002607374196506,1.0002804303655168,1.0002687492344169,1.000279078705694,0.9832605129736744,1.0002632071953024,1.000278303518792
0.43876300063059226,1.0001727888633603,1.0001860300068286,1.0001781699485097,1.0001850914133117,0.9887479516060614,1.000174366659441,1.0001844502251525
0.5557370773452487,1.00010393202544,1.0001120117523092,1.0001072063136127,1.000111417219141,0.9931371425428698,1.0001048427220367,1.0001109619845903
0.7038964057871046,1.0000519786682405,1.0000560758459254,1.0000536325413247,1.00005576234995,0.9965214655208848,1.0000524139092797,1.000055504364359
0.8915549641691368,1.0000141528503383,1.00001528363936,1.000014609121613,1.0000151951364968,0.9990407271489118,1.0000142669485381,1.000015116203316
1.1292432346572343,0.9999875269500367,0.9999865177344978,0.9999871233022714,0.9999866014774206,1.000855117807371,0.9999874322641528,0.9999866757797787
1.4302991226205735,0.9999693509462023,0.9999668439276931,0.9999683550330032,0.9999670593368045,1.0021224245540408,0.999969129146017,0.9999672557840522
1.8116164147666045,0.9999572808535306,0.9999537538843258,0.9999558865077344,0.9999540666725204,1.0029836404038828,0.999956985619546,0.9999543544144158
2.2945927759772773,0.9999494560722902,0.9999452461287266,0.9999477996201226,0.9999456316222141,1.0035572009818066,0.9999491191632763,0.9999459844277642
2.906330481800935,0.9999444812810147,0.9999398293373553,0.9999426586444252,0.9999402625425056,1.0039304934432594,0.9999441256610401,0.9999406637580633
3.681157265845458,0.9999413726573114,0.999936440226554,0.9999394453522036,0.9999369061036943,1.004171242681488,0.9999410095565452,0.9999373326757437
4.662552624603742,0.9999394595358883,0.9999343372434738,0.999937464185366,0.9999348310311572,1.0043220491020817,0.9999390908215275,0.9999352813666998
5.905587674534281,0.9999382911619552,0.9999330472226523,0.9999362529406189,0.9999335628024558,1.0044180120910167,0.9999379235432985,0.9999340269526951
7.48001547426507,0.9999375844850017,0.9999322715199808,0.9999355200170389,0.9999327920193485,1.0044797438876893,0.9999372182757652,0.9999332678688524
9.474185225716289,0.9999371617878905,0.999931805395811,0.9999350827658605,0.9999323291769011,1.0045191441514911,0.999936795663302,0.999932812249919
11.999999999999995,0.999936907857847,0.9999315159945107,0.9999348217771079,0.9999320445070115,1.004544676200092,0.9999365464260116,0.9999325369507287
