,eta_RUS,delta_opti_USA,delta_opti_EUR,delta_opti_JAP,delta_opti_CHN,delta_opti_BRA,delta_opti_IND,delta_opti_CAN,delta_opti_KOR,delta_opti_RUS,delta_opti_MEX,delta_opti_ZAF,delta_opti_ROW
1,0.09963905888935996,0.010000119083940962,0.010000119083940962,0.01,11.999999880916059,6.8929973776796905,11.999999880916059,0.010000119083940962,0.010000119083940962,0.010000119083940962,0.9852918931785919,3.5690824034363287,11.106028164134957
2,0.05056271203881113,0.010000428664125687,0.010000428609949524,0.010000428667259424,9.419963319030396,4.656535326063542,11.999999571345459,0.010000428661943232,0.010000428648421655,0.010000428691759206,0.01000042868753545,2.4631751354632394,7.520238997833736
3,0.026024538613536714,0.010000041716771489,0.010000041716771489,0.01,7.891247639576563,4.265119256301658,11.999999958283228,0.010000041716771489,0.01,0.010000041716771489,0.01,2.553832517077203,7.175985386019684
4,0.013755451900899508,0.01,0.01,0.01000002014173318,12.0,5.70524869233671,11.999999979858266,0.01000002014173318,0.01,0.01,0.01000002014173318,4.974593744053678,11.999999979858266
5,0.007620908544580904,0.010000014606057818,0.010000014606057818,0.010000014606057818,1.290541947013614,0.43640568518493805,1.9213893832732705,0.010000014606057818,0.01,0.010000014606057818,0.010000014606057818,0.22832519761772255,1.56683655038449
6,0.004553636866421602,0.01,0.01,0.01,6.6618243912437904,2.119578341220387,9.720594938960737,0.01,0.01,0.01,0.01,1.8628754041681843,6.904831959605329
7,0.0030200010273419508,0.01000004325956547,0.01000004325956547,0.01000004325956547,2.7739098922858507,0.8149637058234405,4.042962012694216,0.01000004325956547,0.01000004325956547,0.06712827386245336,0.01,0.3591027560192204,1.8113732769001791
8,0.0022531831078021255,0.01,0.01,0.01,8.835600070363684,2.992668320911701,12.0,0.01,0.01,0.5610612109991139,0.01,3.115690222217548,10.375663007138442
9,0.0026365920675720383,0.010000283193157005,0.01,0.010000283193157005,3.0166797573501127,0.9118775996052823,4.388992855266844,0.010000283193157005,0.010000283193157005,0.10000700056632529,0.010000283193157005,0.47441336647648197,2.221513471309435
10,0.002444887587687082,0.010000033789102395,0.01,0.010000033789102395,5.970476216993493,2.049884929132621,8.687057901344344,0.010000033789102395,0.010000033789102395,0.824678096483115,0.01,1.8749934876073229,6.804309784962668
11,0.00254073982762956,0.010000006394746887,0.010000006394746887,0.010000006394746887,8.278815906678405,2.7759177738286525,12.0,0.01,0.010000006394746887,0.18977910248172022,0.01,2.684108879216633,9.553826457698218
12,0.002492813707658321,0.01,0.01,0.01,6.151367276816255,2.21273893020325,8.848007438478488,0.01,0.01,1.0709417385018156,0.01,1.9044313545021982,7.417979494994612
13,0.0025167767676439407,0.010000231368567647,0.010000231368567647,0.010000231368567647,8.225812893755148,2.8218361167422072,11.946065927850588,0.010000231368567647,0.010000231368567647,0.21816726256760263,0.010000231368567647,2.7751260253270136,9.887918642102838
