country_code,country,fee
1,USA,20637.087610128085
2,EUR,46923.30356567401
3,JAP,37018.18373630775
4,CHN,22765.083352102298
5,BRA,34258.19380179946
6,IND,18553.802738371392
7,ROW,151376.06639868335
