,delta_dom,delta_int,welfare
USA,0.01,0.01,
EUR,0.01,0.01,
JAP,0.01,0.01,
CHN,0.01,10.526665020066895,
BRA,0.01,5.944873288087385,
IND,1.0533831922454755,12.0,
CAN,0.01,0.01,
KOR,0.01,0.01,
RUS,0.01,2.536226918382384,
MEX,0.01,0.01,
ZAF,0.01,12.0,
ROW,0.065852667839802,10.08778062002454,
Negishi,,,
Equal,,,
