,tariff_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.0,-0.0010390572837883,-0.0009541006414919,-0.001010674921406,-0.0008799447683177,-0.0008987565504403,-0.0009083820626485,-0.000972154097567,-0.0010855327060454,-0.0009451387760249,0.0317972766323832,-0.0009062025266939,-0.0009491314440193,-0.0006892250333977,-0.0002374164449007
1,0.1333333333333333,-0.0010335389329633,-0.0009513478077138,-0.0010081163402766,-0.0008772335958788,-0.0008952843600241,-0.0009055575317331,-0.0009686515884367,-0.0010828916519376,-0.0009418062338663,0.031569298684614,-0.0009034235575593,-0.0009463819166211,-0.0006888216870307,-0.0002385827949774
2,0.2666666666666666,-0.0010276971362371,-0.0009490953020325,-0.0010057682301971,-0.0008744289562861,-0.0008918503770878,-0.0009024133148244,-0.0009656523113378,-0.0010790788039047,-0.000939115282828,0.0313429252110505,-0.0009011246247139,-0.0009428974225283,-0.0006871445765368,-0.0002406819216544
3,0.4,-0.0010223341336252,-0.000946304830415,-0.0010029675719832,-0.0008716572335735,-0.0008887970245739,-0.0008987117709211,-0.0009622897385902,-0.0010765504242565,-0.0009368246625903,0.0311194262762924,-0.0008974184091977,-0.0009393197892312,-0.0006854955457951,-0.0002414131676494
4,0.5333333333333333,-0.0010163911939924,-0.0009435888231446,-0.0010002914038742,-0.0008689313972864,-0.000885251543539,-0.0008955035992821,-0.0009593139828865,-0.0010735317878916,-0.0009336385810755,0.0308975669374149,-0.0008949169646434,-0.0009361225561478,-0.0006839649661278,-0.000242350470736
5,0.6666666666666666,-0.0010108036743492,-0.0009406618744367,-0.0009975515346566,-0.0008663195148819,-0.0008823458155393,-0.0008926167682266,-0.0009556861361359,-0.001070243504566,-0.0009303706228284,0.0306781962516079,-0.0008915348208488,-0.0009325619055337,-0.0006822327519533,-0.0002436167779482
6,0.8,-0.0010053384546354,-0.0009376184814471,-0.0009948548613349,-0.0008632749447471,-0.0008790028924792,-0.0008897514234874,-0.0009520742916367,-0.0010672789617079,-0.000927474844775,0.0304613038486122,-0.0008887931811523,-0.0009290227742829,-0.0006812423790886,-0.0002444393546367
7,0.9333333333333332,-0.0009996235596606,-0.0009344991944638,-0.0009925380836161,-0.0008604966120753,-0.000875980683454,-0.0008864506580875,-0.0009486143664729,-0.0010637187809773,-0.0009243831907372,0.0302470598907689,-0.0008857541600002,-0.0009257417797803,-0.0006792058426371,-0.0002453556415144
8,1.0666666666666669,-0.0009941696751222,-0.0009312974601555,-0.0009891472284654,-0.0008571867846851,-0.0008720958195763,-0.0008830466054231,-0.0009450354831592,-0.0010599326756935,-0.000921269889797,0.0300352552770781,-0.0008825115645382,-0.0009227548201929,-0.0006778050385776,-0.0002463160325203
9,1.2,-0.0009884332047722,-0.0009283005234001,-0.0009863978027288,-0.0008546597132499,-0.0008693004907226,-0.0008794345848787,-0.000941656704725,-0.0010565991263857,-0.0009180447737871,0.0298262739068702,-0.0008796197209256,-0.0009191604684768,-0.000675902685867,-0.0002472783110138
