,tariff_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.0,-0.0260569284183619,-0.0335654798671806,0.1147878997894076,-0.0325376467910772,-0.0327970049180693,-0.0333590933338796,-0.0333981760484487,-0.0366649452381597,-0.0337496215434114,-0.0336633130832732,-0.0332500385374065,-0.0346499798497988,-0.033475468552642,-0.0247480888552909
1,0.1333333333333333,-0.0260976826616045,-0.0335839719599129,0.1139362293643652,-0.0325752984522432,-0.0328284999944173,-0.0333856191238517,-0.0334160554314996,-0.0366788462770694,-0.0337765979571109,-0.03369109678177,-0.0332848574023568,-0.0346760763582161,-0.033505425816892,-0.0248224960553666
2,0.2666666666666666,-0.0261374372066407,-0.0336004662206395,0.1130920117440543,-0.0326099344019398,-0.0328598486148651,-0.0334120648268793,-0.033430856052873,-0.0366912237785077,-0.0338023365955206,-0.0337174235479103,-0.0333197554649363,-0.0347009407246002,-0.0335332900772196,-0.0248962403264731
3,0.4,-0.0261745258406781,-0.0336159815973719,0.112260272057765,-0.0326426890185256,-0.0328893935735177,-0.0334352609984249,-0.0334471137010879,-0.0367019829154335,-0.0338281207934892,-0.0337417566793,-0.0333520833892644,-0.0347237198878037,-0.0335603988912313,-0.0249664330855511
4,0.5333333333333333,-0.0262113275933728,-0.0336295210531077,0.1114384294474191,-0.0326737512949008,-0.0329174380091393,-0.0334584079283837,-0.0334606830002973,-0.0367124011631244,-0.0338513875984446,-0.0337648391357822,-0.0333820125969105,-0.0347445231440282,-0.0335850572088252,-0.0250343966235408
5,0.6666666666666666,-0.0262459958218605,-0.0336412851729827,0.1106259488680165,-0.0327037333651692,-0.0329444396283054,-0.0334801088282556,-0.0334725613201804,-0.0367202825963618,-0.0338736764665033,-0.0337873840016254,-0.0334107501128271,-0.0347655973630573,-0.0336089519090185,-0.025099958215343
6,0.8,-0.0262789858343157,-0.0336522664592517,0.1098231441310664,-0.0327309052168697,-0.0329697252388084,-0.0334996875034984,-0.0334827803960522,-0.0367269916408559,-0.0338943969254641,-0.0338081182569022,-0.0334373860565357,-0.0347830475250111,-0.0336309096065342,-0.025163268074645
7,0.9333333333333332,-0.0263108904692392,-0.0336616639549408,0.1090325881775915,-0.032756484553478,-0.0329933517588516,-0.033518770421012,-0.0334921784599357,-0.0367319378259035,-0.0339139969705938,-0.0338277605764429,-0.0334618654755073,-0.0348003556252083,-0.0336513979747834,-0.0252253342298537
8,1.0666666666666669,-0.0273812964936208,-0.0333727964015617,0.1089654697342573,-0.0325016744521573,-0.0327283891915892,-0.0332532968164069,-0.0332083275300517,-0.0364115879857933,-0.0336297626885218,-0.0335745019322316,-0.0331998740742378,-0.0345177899552927,-0.0333887363964817,-0.0251943110807774
9,1.2,-0.0294804328706205,-0.0327883790044535,0.1096171329728681,-0.031965959408016,-0.0321760011978281,-0.0327073679110486,-0.0326345000084016,-0.035767593123792,-0.0330438550043349,-0.0330499929107524,-0.0326548615872315,-0.0339387072457651,-0.0328424494935664,-0.0250732923473724
10,1.3333333333333333,-0.0315531893329414,-0.0322099797221227,0.1102615596371314,-0.0314332664347339,-0.0316271861333855,-0.0321646960954417,-0.0320655708808736,-0.0351259471149751,-0.0324624833307017,-0.0325294796708825,-0.0321126662190912,-0.0333641617454568,-0.0322994534710613,-0.0249503550894847
11,1.4666666666666666,-0.0316119921986597,-0.0322071373799205,0.1095338947453925,-0.0314458115778043,-0.0316388689883026,-0.0321706806344255,-0.03206418708027,-0.035118365933839,-0.0324705899988665,-0.0325388070407916,-0.0321249072514748,-0.0333692442004236,-0.0323086326425004,-0.0250028529434603
12,1.6,-0.0316221108223662,-0.0322191339737976,0.1087795792689349,-0.0314715926283398,-0.0316637384961503,-0.0321903875222486,-0.0320770736559448,-0.0351261379966135,-0.0324928582547377,-0.0325616104142119,-0.0321494315609056,-0.0333905267041039,-0.032332264159765,-0.0250601869589717
13,1.7333333333333334,-0.0316310777333986,-0.0322306964313217,0.1080381313216558,-0.031497074521431,-0.0316875461553848,-0.0322081076800065,-0.0320896098606008,-0.0351319348309251,-0.0325144592563002,-0.0325834932071226,-0.0321738719257695,-0.0334099127844577,-0.0323538939108931,-0.0251139865386753
14,1.8666666666666667,-0.0316399915232857,-0.0322410456879093,0.1073059428317889,-0.0315205256457542,-0.031710660468846,-0.0322263180423832,-0.0320997920905115,-0.0351378976471208,-0.0325347571426802,-0.0326034262765429,-0.032196629881519,-0.0334283468835906,-0.0323740330346678,-0.0251680051779643
15,2.0,-0.0316470729296332,-0.0322504833569741,0.1065809638312672,-0.0315434733991856,-0.0317323148904177,-0.0322417456182101,-0.0321109055895135,-0.0351419093870739,-0.0325548312367686,-0.0326228039456938,-0.0322176876873279,-0.0334465911327164,-0.0323945201267803,-0.0252197127138977
16,2.1333333333333333,-0.0316545183227988,-0.0322596221760189,0.1058667623458171,-0.031564696244596,-0.0317519257896652,-0.0322561559038478,-0.0321206402535669,-0.0351449606315578,-0.0325737245788488,-0.0326423846793839,-0.0322377389451384,-0.0334626840671587,-0.032412237299645,-0.0252708919556439
17,2.2666666666666666,-0.0316600380267752,-0.0322673891206567,0.1051638056636329,-0.0315848630957215,-0.0317716835717611,-0.0322705132844894,-0.0321299983124999,-0.0351470671875047,-0.0325912170599414,-0.0326595534911694,-0.0322566239360453,-0.0334793388795004,-0.0324304106663613,-0.0253197232513906
18,2.4,-0.0316665867986153,-0.032273914873455,0.1044683652919073,-0.0316047408644199,-0.0317899351943593,-0.0322833435098343,-0.032138408238953,-0.0351469848055258,-0.0326090005990869,-0.0326765764339749,-0.0322749190419922,-0.0334944993113026,-0.0324480946781822,-0.0253669296257045
19,2.533333333333333,-0.0316710129062513,-0.0322801448154846,0.1037819894760069,-0.0316221588219508,-0.031807430825346,-0.0322951118089877,-0.0321452169282627,-0.0351472240124708,-0.0326246998525091,-0.0326928240099547,-0.0322914467875586,-0.0335087829607515,-0.0324628523982047,-0.0254137226683541
