,tariff_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.0,-0.010272735648876,-0.0094197706740985,-0.0096042999299303,-0.008733223107087,-0.0089212973563104,-0.0089436085708053,0.2248206068919713,-0.0100827576810947,-0.0092400456488519,-0.0088892773305912,-0.0089411259213432,-0.0093263305284301,-0.0088925264765474,-0.0061350119114265
1,0.1333333333333333,-0.0102747216323788,-0.0094283578913477,-0.0096085231712232,-0.0087442728509535,-0.0089290458489535,-0.008951292661044,0.2238364638052079,-0.0100941888182224,-0.0092503846752104,-0.0088928778555879,-0.0089508429794914,-0.009335526798077,-0.0089005845938889,-0.0061561851978189
2,0.2666666666666666,-0.0102744144814901,-0.0094356971181001,-0.0096152800379105,-0.0087544603180596,-0.0089365907275935,-0.0089583076549917,0.2228556551034147,-0.0101033715141571,-0.0092595105659366,-0.0088948663383071,-0.0089599657214218,-0.0093415781070438,-0.0089098531568731,-0.0061750466279091
3,0.4,-0.0102733694667091,-0.009441828685923,-0.009619338489898,-0.0087641435353824,-0.0089431974383397,-0.0089641558753241,0.221878276132121,-0.0101118196419379,-0.009268284900964,-0.0088990486647189,-0.008968685737531,-0.0093459647493372,-0.0089168551057461,-0.0061931854045451
4,0.5333333333333333,-0.0102729773068039,-0.0094475379363917,-0.0096237518075862,-0.0087716184595866,-0.0089506520704697,-0.0089695109823257,0.2209082514741046,-0.0101193513536699,-0.0092759182329361,-0.0089001914102872,-0.0089743288152985,-0.0093513032874596,-0.0089246346634962,-0.0062099796094386
5,0.6666666666666666,-0.0102703355260031,-0.00945017820854,-0.009625106515114,-0.0087786915448266,-0.0089554603252673,-0.0089754558137679,0.2199454974878532,-0.010127446695533,-0.0092802430127517,-0.0089022416179017,-0.008981942480409,-0.009354972339957,-0.0089298853772135,-0.0062270120071435
6,0.8,-0.0102669928591935,-0.0094546141476951,-0.0096277105880716,-0.0087855662433051,-0.0089594336086665,-0.0089801251813106,0.2189871997157448,-0.0101335492281101,-0.0092876233028139,-0.0089026049844447,-0.0089869722769757,-0.0093581352234999,-0.0089332281844285,-0.006240967070697
7,0.9333333333333332,-0.0102621302924608,-0.0094569369056979,-0.0096286154246108,-0.0087901664893357,-0.0089646704795984,-0.0089831515922746,0.218034331531031,-0.0101373551007084,-0.0092917248485666,-0.0089017966426792,-0.0089908067190303,-0.0093596071383491,-0.008937856986395,-0.0062552271945101
8,1.0666666666666669,-0.0102599621234958,-0.0094573249347122,-0.009628931631426,-0.0087939463414673,-0.0089677102827133,-0.0089858573243995,0.2170903043452421,-0.0101414693975015,-0.0092945155969883,-0.0089006706858843,-0.0089949174053985,-0.009360113094244,-0.0089410301699009,-0.0062691762276139
9,1.2,-0.0102542983599246,-0.0094585879098099,-0.009626270029392,-0.0087981461199009,-0.0089701084654656,-0.0089881698906034,0.2161485590707716,-0.0101429389186241,-0.009297932153894,-0.0088998901999591,-0.0089969596853815,-0.0093615639004389,-0.0089429129071351,-0.0062807702776661
10,1.3333333333333333,-0.010248615596752,-0.0094590834193932,-0.0096265658728159,-0.0088007968569329,-0.0089731449356977,-0.0089902636369718,0.2152154365505326,-0.0101445137972966,-0.0093019692669326,-0.0088994554157926,-0.0089993014877075,-0.009361320499998,-0.0089454614857805,-0.0062937257531624
