origin_code,destination_code,sector,trade
1.0,1.0,0,17678566.43876833
1.0,1.0,1,7176217.634804
1.0,1.0,2,620571.98424
1.0,2.0,0,197703.82694533336
1.0,2.0,1,231259.141069
1.0,2.0,2,35656.845679
1.0,3.0,0,49750.063275
1.0,3.0,1,52999.24191800001
1.0,3.0,2,8889.994742
1.0,4.0,0,65905.33878933334
1.0,4.0,1,58646.90122166667
1.0,4.0,2,11382.142811
1.0,5.0,0,24086.34854633333
1.0,5.0,1,25498.855728333332
1.0,5.0,2,6606.4389876666655
1.0,6.0,0,16320.372679000002
1.0,6.0,1,19923.681364666667
1.0,6.0,2,3247.4942443333334
1.0,7.0,0,102430.94096233333
1.0,7.0,1,153120.69012933332
1.0,7.0,2,17332.228655666666
1.0,8.0,0,24412.504232666663
1.0,8.0,1,35319.589585999995
1.0,8.0,2,4843.615623999999
1.0,9.0,0,10537.380384666665
1.0,9.0,1,11977.463357
1.0,9.0,2,1432.5153566666665
1.0,10.0,0,59521.888940666664
1.0,10.0,1,111008.17089966666
1.0,10.0,2,17484.056726666666
1.0,11.0,0,3495.800113
1.0,11.0,1,5940.686046666667
1.0,11.0,2,736.0462510000001
1.0,12.0,0,179847.01155800003
1.0,12.0,1,242555.355296
1.0,12.0,2,29122.588483333337
2.0,1.0,0,192792.16508566667
2.0,1.0,1,295320.399263
2.0,1.0,2,83774.870748
2.0,2.0,0,22558922.408908
2.0,2.0,1,10616423.781266667
2.0,2.0,2,818151.801115
2.0,3.0,0,41310.927116
2.0,3.0,1,68057.91901533333
2.0,3.0,2,16400.74522266667
2.0,4.0,0,66820.493545
2.0,4.0,1,152331.18076966668
2.0,4.0,2,18247.844055
2.0,5.0,0,34665.34598866667
2.0,5.0,1,47638.666697333334
2.0,5.0,2,10574.109831666667
2.0,6.0,0,30894.412064333334
2.0,6.0,1,60375.41224
2.0,6.0,2,5726.840085
2.0,7.0,0,32228.47302033333
2.0,7.0,1,42950.338029666666
2.0,7.0,2,7596.970375
2.0,8.0,0,24498.52462766667
2.0,8.0,1,43643.18148466666
2.0,8.0,2,5936.123745666667
2.0,9.0,0,73172.85128333334
2.0,9.0,1,112563.996904
