country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,25537197.857679,26207539.86975,-670342.0120710023,14474226905000.0,202508658.0,0.0263160991668701,1.0
2.0,35910748.913905,35925923.364574,-15174.450668998063,19416335739164.52,390629531.0,0.01721948249065594,1.1607204859497182
3.0,8175512.290988999,8113810.982288999,61701.30870000087,4579750920354.81,82682697.0,0.0329257011413574,1.0217911314738
4.0,9682757.848455,9340416.338738,342341.50971700065,3550342737010.84,958367798.0,0.0137369000911713,0.395072638556141
5.0,2466065.644282,2454333.21088,11732.433401999995,1397084349956.35,128555114.0,0.0108138000965118,0.58478932385616
6.0,2233111.4812149997,2271825.261292,-38713.78007700015,1216735441524.86,747505065.0,0.00805069983005524,0.291344262565686
7.0,2569109.3007469997,2534536.158697,34573.14204999991,1468820407783.26,22865623.0,0.0190357995033264,1.12847872637557
8.0,2525353.074036,2491213.224482,34139.84955399996,1172614086539.86,35027760.0,0.0287258005142212,0.828710762885586
9.0,2354841.70577,2280774.8829240003,74066.82284599962,1299705764823.62,101749088.0,0.011161099672317501,0.546679658181136
10.0,1786928.824286,1803746.784761,-16817.960474999854,1052696282278.87,68190845.0,0.00398330003023148,0.6744443732728171
11.0,8620230.13838,8437737.001357,182493.13702300005,8721035841815.516,1618646908.0,0.012631970561209068,0.5153904861364513
