country_code,country,fee
1,USA,14017.48608472689
2,EUR,26372.7658526964
3,JAP,25144.14268178496
4,CHN,15462.9008285613
5,BRA,23269.453712496037
6,IND,12602.440645561346
7,ROW,102820.31769167198
