origin_code,destination_code,patent flows
1.0,1.0,86313.67440114287
1.0,2.0,11525.081739943003
1.0,3.0,16201.304583113391
1.0,4.0,4364.207891271378
1.0,5.0,3379.73307402534
1.0,6.0,1285.2515426160485
1.0,7.0,14123.967535731605
1.0,8.0,5280.03394364322
1.0,9.0,871.6496643735553
1.0,10.0,11992.43602485192
1.0,11.0,2877.836258384897
1.0,12.0,763.5771529652138
1.0,13.0,235.06267264996245
2.0,1.0,20079.6656702232
2.0,2.0,28731.938869591027
2.0,3.0,15558.01567711178
2.0,4.0,5299.698681322898
2.0,5.0,3430.750928043324
2.0,6.0,1303.759408706879
2.0,7.0,8510.826109760781
2.0,8.0,4702.455188459382
2.0,9.0,2090.524367161237
2.0,10.0,10109.641606807169
2.0,11.0,1597.1493786207047
2.0,12.0,836.7766882004817
2.0,13.0,256.3468019948121
3.0,1.0,21895.111628377603
3.0,2.0,6131.94431571388
3.0,3.0,315546.2260770149
3.0,4.0,4784.47942434665
3.0,5.0,310.0808813789545
3.0,6.0,184.44904866889354
3.0,7.0,2276.2198166612066
3.0,8.0,7180.618436412733
3.0,9.0,135.9310941625786
3.0,10.0,1470.8633197751424
3.0,11.0,126.56318408806084
3.0,12.0,403.2473427462472
3.0,13.0,50.77765522116239
4.0,1.0,87.44179098509765
4.0,2.0,23.943807951197098
4.0,3.0,38.97797074101423
4.0,4.0,9798.291502384807
4.0,5.0,11.454923585186744
4.0,6.0,22.99775354472898
4.0,7.0,19.590700770963924
4.0,8.0,16.660918710918708
4.0,9.0,11.226410431673589
4.0,10.0,78.82759962090627
4.0,11.0,2.173509823509824
4.0,12.0,6.802676337962226
4.0,13.0,0.922067101236551
5.0,1.0,50.31267719208896
5.0,2.0,22.0204234562258
5.0,3.0,20.486822491234253
5.0,4.0,18.353489157900924
5.0,5.0,2202.9495569789688
5.0,6.0,0.8178850242020155
5.0,7.0,22.48364788805965
5.0,8.0,4.319083694083695
5.0,9.0,2.0661764705882355
5.0,10.0,23.585632015043775
5.0,11.0,5.51571859513036
5.0,12.0,2.5402470050025032
5.0,13.0,1.736605066969357
6.0,1.0,45.35734624276024
6.0,2.0,8.146897026745373
6.0,3.0,1.6064804418944345
6.0,4.0,5.533428493842485
6.0,5.0,1.0707911312051237
6.0,6.0,2843.8650885473776
6.0,7.0,4.402338750252743
6.0,8.0,1.9011482740622665
6.0,9.0,0.3769888121173778
6.0,10.0,3.33267091808491
6.0,11.0,0.5982142857142857
6.0,12.0,9.270239046667404
6.0,13.0,0.3571799253788585
7.0,1.0,2074.866441421408
7.0,2.0,388.3449590468458
7.0,3.0,397.05310546050737
7.0,4.0,118.67206187137752
7.0,5.0,102.2621102868274
7.0,6.0,49.059427436626265
7.0,7.0,2603.448238511582
7.0,8.0,90.15441319874373
7.0,9.0,42.08195505009421
7.0,10.0,626.8274960555061
7.0,11.0,94.62313542177334
7.0,12.0,26.88923833143002
7.0,13.0,6.676588636489279
8.0,1.0,1778.6412848632272
8.0,2.0,341.68134078052384
8.0,3.0,1348.6351761571193
8.0,4.0,820.2811675839926
8.0,5.0,60.1426755205006
8.0,6.0,63.87673909003603
8.0,7.0,121.4915211193462
8.0,8.0,25041.33179889712
8.0,9.0,76.50524165806674
8.0,10.0,168.92759615542124
8.0,11.0,25.506652661064425
8.0,12.0,35.60900692511474
8.0,13.0,3.069608089456533
9.0,1.0,73.98331440661163
9.0,2.0,61.36334839982578
9.0,3.0,50.25381145342447
9.0,4.0,27.837536715090888
9.0,5.0,7.675153278094456
9.0,6.0,6.441160407753949
9.0,7.0,42.11008026631092
9.0,8.0,20.30551261174326
9.0,9.0,15995.443712994953
9.0,10.0,88.76309449064871
9.0,11.0,2.885133064390031
9.0,12.0,5.334780301343437
9.0,13.0,0.5829815944108531
10.0,1.0,528.5089492942066
10.0,2.0,251.8210422523284
10.0,3.0,281.50755568470043
10.0,4.0,162.6360323958977
10.0,5.0,91.81668479905012
10.0,6.0,87.89655464138329
10.0,7.0,347.39748386109915
10.0,8.0,96.04430693314796
10.0,9.0,34.388335912181645
10.0,10.0,10015.978686400393
10.0,11.0,63.49818570268723
10.0,12.0,94.99844621448767
10.0,13.0,15.078787241472485
11.0,1.0,48.167997002997
11.0,2.0,5.973270502270285
11.0,3.0,3.318846153846154
11.0,4.0,5.318846153846154
11.0,5.0,5.04
11.0,6.0,1.0171521740357412
11.0,7.0,12.961703296703297
11.0,8.0,2.2788461538461537
11.0,9.0,1.0
11.0,10.0,6.059230769230769
11.0,11.0,73.125
11.0,12.0,1.0530484877737047
11.0,13.0,0.4709188982300096
12.0,1.0,1.4523809523809523
12.0,2.0,1.2895356443040629
12.0,3.0,0.29296269927398033
12.0,4.0,0.2502446996535152
12.0,5.0,0.20731349530254845
12.0,6.0,0.16702279382108223
12.0,7.0,0.2857142857142857
12.0,8.0,0.15263751611983578
12.0,9.0,0.13356903146157909
12.0,10.0,0.12115114597503203
12.0,11.0,0.09735026972173831
12.0,12.0,0.07452705352377627
12.0,13.0,0.05350641167528511
13.0,1.0,2582.816117895404
13.0,2.0,504.5431155808263
13.0,3.0,336.6138941760654
13.0,4.0,211.68993830231025
13.0,5.0,175.02322097254407
13.0,6.0,64.9408409765161
13.0,7.0,424.81510909639775
13.0,8.0,115.89640301098174
13.0,9.0,1202.1830417850745
13.0,10.0,593.7570421405685
13.0,11.0,53.52562935206219
13.0,12.0,32.59765719431734
13.0,13.0,210.05279200836236
