country_code,country,fee
1,USA,20229.8992083323
2,EUR,36990.022766409216
3,JAP,36287.78149362055
4,CHN,22315.90766985433
5,BRA,33582.24865653008
6,IND,18187.71943112391
7,ROW,148389.27971097446
