country_code,country,fee
1,USA,12628.71099126666
2,EUR,23759.897886179224
3,JAP,22652.999912546133
4,CHN,13930.922026260254
5,BRA,20964.044771191584
6,IND,11353.86043798503
7,ROW,92633.44855916419
