,eta_CHN,delta_opti_USA,delta_opti_EUR,delta_opti_JAP,delta_opti_CHN,delta_opti_BRA,delta_opti_IND,delta_opti_CAN,delta_opti_KOR,delta_opti_RUS,delta_opti_MEX,delta_opti_ROW
1,0.0687124605088385,0.01,12.0,0.01,0.010000239224806402,9.798357567688477,11.999999760775193,4.262717616512977,0.010000239224806402,10.66690453297204,9.024616326242434,8.685548954131967
2,0.035905585324199504,0.010000710473379082,12.0,0.010000710420463532,0.01,8.81048301686789,11.726659653742958,0.010000710457622141,0.01,8.70414150204325,6.7649949155022195,6.54820284036421
3,0.019502147731880002,0.010000495967542067,11.597151704754118,0.010000367150641426,0.01,8.755269648543734,12.0,0.01000040166100409,0.01000039424635846,11.999999999327976,8.35587643872341,5.275951332957529
4,0.01130042893572025,0.010000226423693111,0.17013131071372067,0.010000086287246796,0.01,11.97669729378127,9.206578788553731,0.010000227243086817,0.010000226639158068,11.999999317567784,11.957704039589997,8.24853324384721
5,0.007199569537640375,0.01,0.01,0.01,11.384686702886864,4.996831633659521,8.004562632188579,0.01,0.01,3.835663293176017,2.114983312084117,5.269315004608446
6,0.009249999236680313,0.010000090371355646,0.010000090505921213,0.010000000031031823,0.3457547334679654,11.293118326208107,11.999999908444533,0.01000009026969426,0.010000090506583813,9.912654683851331,5.298895894146844,11.32094073087319
7,0.01027521408620028,0.01,0.01,0.01,0.01,8.3589528964876,12.0,0.01,0.01,7.464407523148783,5.116892347093134,5.29861687380564
8,0.009762606661440297,0.010000003151865895,0.01,0.01,0.010000000908579837,11.999999784396946,11.904625047645998,0.01,0.010000330303985333,9.023762235001158,5.100491038907599,4.95541792355638
9,0.009506302949060304,0.01,0.01,0.010000016654719248,0.2576290867205493,9.245653305512047,11.999999969689448,0.01,0.010000024128846867,8.931717513091401,9.73693845039228,6.446522483136704
10,0.009634454805250301,0.01,0.01,0.01,0.01,7.886838128736245,12.0,0.01,0.01,6.7626406978998075,4.094746652766483,5.250826531510504
11,0.009570378877155302,0.01,0.01,0.01,0.11633141723866373,6.196984510024649,9.963131339099117,0.01,0.01,10.622491352236509,9.916892188488083,9.595844625787784
12,0.009538340913107804,0.01,0.01,0.01,0.11962919520165664,11.89039400061793,12.0,0.01,0.01,10.495124802990999,11.369925362669816,11.974025129724591
13,0.009522321931084054,0.01,0.01,0.010000063677753242,0.2557204328731796,5.406670460280659,7.266971325753116,0.010000028220046912,0.010000063677750566,4.997214298533241,7.705547579913733,5.335162339722578
14,0.009530331422095929,0.01,0.010000106068942955,0.010000053036473357,0.2503091159486303,7.920697705507718,11.02686719400397,0.010000034866552335,0.01,9.353686272310066,11.33876190433708,9.27736103387651
