,eta_RUS,delta_opti_USA,delta_opti_EUR,delta_opti_JAP,delta_opti_CHN,delta_opti_BRA,delta_opti_IND,delta_opti_CAN,delta_opti_KOR,delta_opti_RUS,delta_opti_MEX,delta_opti_ROW
1,0.08114134406218365,0.01,11.26966602515487,0.01,12.0,12.0,12.0,4.687091715867968,0.01,0.01,12.0,5.551430713025563
2,0.041116289566405576,0.010000499594255545,0.010000499594256813,0.01,6.208801812068974,11.999999500405744,8.276794303398487,0.01,0.010000000000000241,0.010000499594256342,9.806689736313892,10.638952750548958
3,0.021103762318516538,0.01,0.01,0.01,7.79862808713138,3.5317751005648437,4.949252133999107,0.01,0.01,0.01,3.468382172312595,5.628420892774218
4,0.011097498694572019,0.010000578065698495,0.01,0.01,11.999999999993964,7.910111272942452,11.999999421896174,0.01,0.01,0.577408963551544,4.008415635410615,2.097760984034729
5,0.016100630506544276,0.010000254476351006,0.01000025903965984,0.010000247781624654,11.999999385726449,11.999999965245912,8.758520821960568,0.010000259692302994,0.01000026416473462,0.010000255739449909,8.179403831122594,4.04387994447874
6,0.013599064600558148,0.01,0.01,0.01,12.0,5.020360965423988,7.372542319707913,0.01,0.01,0.01,3.8432908179636236,4.4461878634864345
7,0.012348281647565084,0.010000007794139579,0.010000001717696822,0.010000047951933108,8.364239066468512,11.999995120410427,11.999828609520875,0.010000003117569555,0.010000051069493839,0.10780156936507451,7.565582202596281,2.0888364192505016
8,0.011722890171068551,0.010000129520951272,0.01,0.010000069821829001,7.885580340298982,9.407471424526014,11.982571045274378,0.010000123089452195,0.010000076224583635,0.1809655556529304,5.379311215178934,6.842085290307631
9,0.011410194432820285,0.010000117269793976,0.01,0.010000114393634118,8.280530732607492,6.490317652651147,9.782657237699437,0.010000119272166466,0.01,0.7156444484558799,3.4719936935366436,3.5933271663076987
10,0.011566542301944418,0.01,0.01,0.01,9.524582951288394,6.619481428051157,5.112553363534874,0.01,0.01,0.2220719771675418,5.0733715405582,6.291114599058679
11,0.011488368367382353,0.01,0.01,0.01,8.931200863625042,7.498067345023195,11.383321015091926,0.01,0.01,0.3596788968026744,3.936412269775582,2.9533265361287824
12,0.011527455334663386,0.01,0.01,0.01,10.656955155806116,11.752392007800433,9.892738585560933,0.010000538887131353,0.01,0.2087653449290194,7.02721697307156,4.0702221227370945
13,0.01150791185102287,0.010000049594995763,0.010000057942944498,0.01000000085528175,11.999999943236022,11.999999998987597,11.999999981991861,0.01,0.010000039544873496,0.22970571935170972,11.827836314863648,5.27082067369878
14,0.011498140109202611,0.01,0.010000088900538462,0.010000087187658225,11.999999856213531,11.999999980704386,11.999999838798773,0.01,0.01,0.26405603471344413,6.14026907332114,3.3005897736931837
