,eta_IND,delta_opti_USA,delta_opti_EUR,delta_opti_JAP,delta_opti_CHN,delta_opti_BRA,delta_opti_IND,delta_opti_CAN,delta_opti_KOR,delta_opti_RUS,delta_opti_MEX,delta_opti_ROW
1,0.1013231963607373,0.01,0.01,0.01,12.0,11.996577662933227,0.04664905270836996,0.01,0.01,11.995345169432913,11.994583298270243,12.0
2,0.05100595943514635,0.01,0.01,0.01,12.0,9.610368988302099,6.622050066670116,0.01,0.01,4.687392904650746,2.221413964759962,12.0
3,0.07616457789794183,0.01,0.01,0.01,7.264772227651134,3.77849796528145,0.05107775430468459,0.01,0.01,1.9058311957435767,1.2074350019267335,5.80670399964522
4,0.0635852686665441,0.01,0.01,0.01,12.0,8.37876370505602,0.05152743372647381,0.01,0.01,5.715745619462295,3.7689368699383556,12.0
5,0.057295614050845226,0.01,0.01,0.01,11.176748546870158,7.080423056357774,4.027894076688628,0.01,0.01,3.8417054165722413,2.296384672536597,12.0
6,0.06044044135869466,0.01,0.01,0.01,12.0,8.567619465791703,5.475410060888767,0.01,0.01,4.858695031323426,2.9241420946437966,12.0
7,0.06201285501261938,0.01,0.01,0.01,11.889863830045257,6.522605936239823,4.204862096615491,0.01,0.01,3.8348852315624002,2.3752793774284404,11.574324192439416
8,0.06279906183958174,0.01,0.01,0.01,11.968771559787456,6.7745794490124105,4.358111716059815,0.01,0.01,3.983050350396812,2.5073903720693975,12.0
9,0.06319216525306293,0.01,0.01,0.01,12.0,7.613575834869138,4.894706444432851,0.01,0.01,4.520564599912325,2.843829221257191,12.0
10,0.06338871695980351,0.01,0.01,0.01,12.0,7.807822103195131,5.009177424177924,0.01,0.01,4.632355091312567,2.9195762476937075,12.0
11,0.0634869928131738,0.01,0.01,0.01,9.605168304946572,5.2570809978611255,0.051527080230098665,0.01,0.01,3.5512821851400385,2.4920378289625926,12.0
12,0.06343785488648865,0.01,0.01,0.01,12.0,7.66888247892965,0.051525288299844145,0.01,0.01,5.420934948005097,3.7427224412196423,12.0
13,0.06341328592314607,0.01,0.01,0.01,12.0,6.836841814904601,4.396997464052254,0.01,0.01,4.053320865098277,2.5678329063225926,12.0
14,0.06342557040481736,0.01,0.01,0.01,12.0,7.7559720720051075,0.05152503661551595,0.01,0.01,5.7110162086863125,3.9712108826438772,12.0
15,0.06341942816398172,0.01,0.01,0.01,11.707128915847036,6.632158013062573,4.263754517841486,0.01,0.01,3.941595640621463,2.4971307287439246,12.0
