,eta_BRA,delta_opti_USA,delta_opti_EUR,delta_opti_JAP,delta_opti_CHN,delta_opti_BRA,delta_opti_IND,delta_opti_CAN,delta_opti_KOR,delta_opti_RUS,delta_opti_MEX,delta_opti_ROW
1,0.0811546984023456,0.010000406387620623,0.010000163461042124,0.010000407635835954,11.999999999902965,0.010000377535198222,11.999999999914648,0.010000399795229684,0.010000564516436716,3.8058940232960405,0.26043944480316794,10.280683630894007
2,0.0411363210766485,0.010000369524545253,0.01000037268943631,0.010000442165019763,11.999999374254564,0.010000521831582008,9.549526110802672,0.010000337845343701,0.01000057997864967,4.090997745976426,0.03738590376151594,10.579947483177879
3,0.02112713241379995,0.010000366129378354,0.010000365923760543,0.010000364126947358,11.015349479999824,0.01,11.999999632336264,0.010000363560869046,0.01,3.500818885599748,0.010000364520592931,8.77974668644463
4,0.011122538082375675,0.010000331428679433,0.010000330773411257,0.01,12.0,0.01,7.3967909239278455,0.010000034770009724,0.010000333282027306,2.9279519623459476,0.01,8.42486348261732
5,0.0061202409166635375,0.010000045732586822,0.010000042017243168,0.01000004236455584,11.999999953772267,0.010000040085244962,8.455407297071767,0.01,0.010000031204457398,2.7744829938574935,0.010000042998680927,8.12946580122162
6,0.0036190923338074686,0.01,0.01,0.01,5.52914979629128,4.821036197781,7.685162338173866,0.01,0.01,3.2173699028247738,0.01,12.0
7,0.004869666625235503,0.01,0.01,0.010000014958876823,11.999999983973511,0.18334381531861021,11.999999982208811,0.010000000746484874,0.01,2.852078190017192,0.010000016378327817,8.700816775053642
8,0.004244379479521486,0.010000130403940002,0.010000104643934544,0.010000113314491566,11.999998099253721,1.5213897161366423,11.999997876534467,0.01000000055812919,0.01000002238790181,1.280425504894262,0.01,4.115645540326862
9,0.004557023052378494,0.01,0.01,0.01,7.739724562674494,0.33037033030191537,11.999999987642349,0.01,0.01,1.8812393533150649,0.01,8.726479279657632
10,0.004713344838806999,0.010000004059867207,0.010000014867459377,0.010000020576129545,11.99999997783914,1.9481037001362935,12.0,0.010000022684505946,0.01000001780545371,4.579542778750519,0.010000000405225097,11.999999999426791
11,0.004791505732021251,0.010000003650312879,0.010000010069433386,0.010000006143429316,11.986430386498744,0.2090608405757377,10.31531227855826,0.010000008077796904,0.010000010194856312,1.9891014732325432,0.010000009287165436,6.000158794456429
12,0.004830586178628377,0.010000339506374188,0.010000334039623493,0.010000347272836484,11.744710006246242,0.4255829871333492,12.0,0.010000347523475788,0.010000342040149969,3.031172058857235,0.010000351405624896,8.839911487200883
13,0.004850126401931941,0.01,0.01,0.01,7.10314758701452,0.18806922254572708,9.958369581693512,0.01,0.01,5.33413287984046,0.010000010381853774,10.671286703306917
14,0.004859896513583721,0.010000014788861342,0.01000001478891475,0.010000014788862675,11.76524470817622,0.1819986463035204,11.53106781807196,0.01000001478888341,0.010000014788790836,2.4959310112272712,0.01,8.224464423289195
