,eta_IND,delta_opti_USA,delta_opti_EUR,delta_opti_JAP,delta_opti_CHN,delta_opti_BRA,delta_opti_IND,delta_opti_CAN,delta_opti_KOR,delta_opti_RUS,delta_opti_MEX,delta_opti_ROW
1,0.06087724646362455,0.010000824008752528,0.01000066206631648,0.010000020526599521,11.999999988225504,8.097058690616418,5.203392887422102,0.010000633330050789,0.010000480852947918,4.647699486248428,2.8083603619655335,11.99999998823272
2,0.07090866712263608,0.01,0.01,0.01,12.0,10.966682158760843,0.05141309789427661,0.01,0.01,4.573927273307341,2.5890588920540116,11.51330990316239
3,0.06589295679313031,0.010000853589167955,0.010000928557549159,0.010000853581698908,10.082425037709054,5.703075694710687,0.05153995275252982,0.010000853615148275,0.01000085359404775,3.9371911954143166,2.6549476917024504,11.999999618515053
4,0.06338510162837743,0.01,0.010000280774298664,0.010000280206922776,11.999999997360424,7.475394282636922,4.789243677217635,0.010000274381211177,0.010000274853901925,4.445089114232191,2.818268384223077,12.0
5,0.06463902921075387,0.01,0.01,0.01,12.0,7.947849930164657,0.05161089153946876,0.01,0.01,5.324937217414075,4.025778992568239,12.0
6,0.06401206541956565,0.010001098177286142,0.010001098177286142,0.01,11.999998901822714,8.77022267336057,0.051532569106585976,0.010001098177286142,0.010001098177286142,5.891473177591503,4.689797969974469,11.999998901822714
7,0.06369858352397154,0.01,0.01000051501325244,0.01,11.999999227733644,7.240979478834359,0.051530114299998195,0.010000049905420189,0.010000470064292583,4.151543536537225,2.6273185809507678,11.999999988523394
8,0.06354184257617448,0.01,0.01,0.01,11.999999932895337,6.443124958752552,0.05127178023371983,0.01,0.01,4.564339121512912,3.1775084521763404,11.999999934644036
9,0.06346347210227596,0.010002894616238135,0.01,0.01,10.01798726444417,5.4444332643361815,0.051526603954852986,0.01,0.010002894172726902,3.669420860553982,2.555719859968491,11.99999710238732
10,0.0634242868653267,0.01,0.01,0.01,12.0,6.827199327862408,4.3891887495578015,0.01,0.01,4.0531780493697305,2.570391813466017,12.0
11,0.06344387948380133,0.01,0.01,0.01,12.0,7.433312479962559,0.05152542284425485,0.01,0.01,5.24911194834362,3.604614833440949,12.0
12,0.063434083174564,0.01,0.01,0.01,10.360236172977729,6.233752209552977,0.051525670519675285,0.01,0.01,4.462030145385921,3.0780101884152504,12.0
